PROCESSED_BY;SERVICE;USER;SESSION;SESSION_SIZE;MIGRATED;PACKET_NBR;RADIO;NETWORK_UPLINK;DISPATCH;MIGRATE;PROCESS;NETWORK_DOWNLINK;QUEUE;
DC5_VM0;0;50;0;144;1;72;0.0;0.003;0.002;0.01;6.052804663873849;0.003;317.38885181827357;
DC5_VM0;0;50;0;144;1;73;0.0;0.003;0.002;0.01;6.052804663873849;0.003;323.43165648214745;
DC5_VM0;0;50;0;144;1;74;0.0;0.003;0.002;0.01;6.052804663873849;0.003;329.4744611460213;
DC5_VM0;0;50;0;144;1;75;0.0;0.003;0.002;0.01;6.052804663873849;0.003;335.5172658098952;
DC5_VM0;0;50;0;144;1;76;0.0;0.003;0.002;0.01;6.052804663873849;0.003;341.5600704737691;
DC5_VM0;0;50;0;144;1;77;0.0;0.003;0.002;0.01;6.052804663873849;0.003;347.60287513764297;
DC5_VM0;0;50;0;144;1;78;0.0;0.003;0.002;0.01;6.052804663873849;0.003;353.64567980151685;
DC5_VM0;0;50;0;144;1;79;0.0;0.003;0.002;0.01;6.052804663873849;0.003;359.68848446539073;
DC5_VM0;0;50;0;144;1;80;0.0;0.003;0.002;0.01;6.052804663873849;0.003;365.7312891292646;
DC5_VM0;0;50;0;144;1;81;0.0;0.003;0.002;0.01;6.052804663873849;0.003;371.7740937931385;
DC5_VM0;0;50;0;144;1;82;0.0;0.003;0.002;0.01;6.052804663873849;0.003;377.81689845701237;
DC5_VM0;0;50;0;144;1;83;0.0;0.003;0.002;0.01;6.052804663873849;0.003;383.85970312088625;
DC5_VM0;0;50;0;144;1;84;0.0;0.003;0.002;0.01;6.052804663873849;0.003;389.90250778476013;
DC5_VM0;0;50;0;144;1;85;0.0;0.003;0.002;0.01;6.052804663873849;0.003;395.945312448634;
DC5_VM0;0;50;0;144;1;86;0.0;0.003;0.002;0.01;6.052804663873849;0.003;401.9881171125079;
DC5_VM0;0;50;0;144;1;87;0.0;0.003;0.002;0.01;6.052804663873849;0.003;408.0309217763818;
DC5_VM0;0;50;0;144;1;88;0.0;0.003;0.002;0.01;6.052804663873849;0.003;414.07372644025565;
DC5_VM0;0;50;0;144;1;89;0.0;0.003;0.002;0.01;6.052804663873849;0.003;420.11653110412954;
DC5_VM0;0;50;0;144;1;90;0.0;0.003;0.002;0.01;6.052804663873849;0.003;426.1593357680034;
DC5_VM0;0;50;0;144;1;91;0.0;0.003;0.002;0.01;6.052804663873849;0.003;432.2021404318773;
DC5_VM0;0;50;0;144;1;92;0.0;0.003;0.002;0.01;6.052804663873849;0.003;438.2449450957512;
DC5_VM0;0;50;0;144;1;93;0.0;0.003;0.002;0.01;6.052804663873849;0.003;444.28774975962506;
DC5_VM0;0;50;0;144;1;94;0.0;0.003;0.002;0.01;6.052804663873849;0.003;450.33055442349894;
DC5_VM0;0;50;0;144;1;95;0.0;0.003;0.002;0.01;6.052804663873849;0.003;456.3733590873728;
DC5_VM0;0;50;0;144;1;96;0.0;0.003;0.002;0.01;6.052804663873849;0.003;462.4161637512467;
DC5_VM0;0;50;0;144;1;97;0.0;0.003;0.002;0.01;6.052804663873849;0.003;468.4589684151206;
DC5_VM0;0;50;0;144;1;98;0.0;0.003;0.002;0.01;6.052804663873849;0.003;474.50177307899446;
DC5_VM0;0;50;0;144;1;99;0.0;0.003;0.002;0.01;6.052804663873849;0.003;480.54457774286834;
DC5_VM0;0;50;0;144;1;100;0.0;0.003;0.002;0.01;6.052804663873849;0.003;486.5873824067422;
DC5_VM0;0;50;0;144;1;101;0.0;0.003;0.002;0.01;6.052804663873849;0.003;492.6301870706161;
DC5_VM0;0;50;0;144;1;102;0.0;0.003;0.002;0.01;6.052804663873849;0.003;498.67299173449;
DC5_VM0;0;50;0;144;1;103;0.0;0.003;0.002;0.01;6.052804663873849;0.003;504.71579639836386;
DC5_VM0;0;50;0;144;1;104;0.0;0.003;0.002;0.01;6.052804663873849;0.003;510.75860106223774;
DC5_VM0;0;50;0;144;1;105;0.0;0.003;0.002;0.01;6.052804663873849;0.003;516.8014057261116;
DC5_VM0;0;50;0;144;1;106;0.0;0.003;0.002;0.01;6.052804663873849;0.003;522.8442103899855;
DC5_VM0;0;50;0;144;1;107;0.0;0.003;0.002;0.01;6.052804663873849;0.003;528.8870150538594;
DC5_VM0;0;50;0;144;1;108;0.0;0.003;0.002;0.01;6.052804663873849;0.003;534.9298197177333;
DC5_VM0;0;50;3;1235;0;379;0.0;0.003;0.001;0.0;6.052804663873849;0.003;540.9742349103502;
DC5_VM0;0;50;0;144;1;109;0.0;0.003;0.002;0.01;6.052804663873849;0.003;547.025429045481;
DC5_VM0;0;50;0;144;1;110;0.0;0.003;0.002;0.01;6.052804663873849;0.003;553.0682337093549;
DC5_VM0;0;50;0;144;1;111;0.0;0.003;0.002;0.01;6.052804663873849;0.003;559.1110383732288;
DC5_VM0;0;50;0;144;1;112;0.0;0.003;0.002;0.01;6.052804663873849;0.003;565.1538430371027;
DC5_VM0;0;50;0;144;1;113;0.0;0.003;0.002;0.01;6.052804663873849;0.003;571.1966477009765;
DC5_VM0;0;50;0;144;1;114;0.0;0.003;0.002;0.01;6.052804663873849;0.003;577.2394523648504;
DC5_VM0;0;50;0;144;1;115;0.0;0.003;0.002;0.01;6.052804663873849;0.003;583.2822570287243;
DC5_VM0;0;50;0;144;1;116;0.0;0.003;0.002;0.01;6.052804663873849;0.003;589.3250616925982;
DC5_VM0;0;50;0;144;1;117;0.0;0.003;0.002;0.01;6.052804663873849;0.003;595.3678663564721;
DC5_VM0;0;50;0;144;1;118;0.0;0.003;0.002;0.01;6.052804663873849;0.003;601.410671020346;
DC5_VM0;0;50;0;144;1;119;0.0;0.003;0.002;0.01;6.052804663873849;0.003;607.4534756842198;
DC5_VM0;0;50;0;144;1;120;0.0;0.003;0.002;0.01;6.052804663873849;0.003;613.4962803480937;
DC5_VM0;0;50;0;144;1;121;0.0;0.003;0.002;0.01;6.052804663873849;0.003;619.5390850119676;
DC5_VM0;0;50;0;144;1;122;0.0;0.003;0.002;0.01;6.052804663873849;0.003;625.5818896758415;
DC5_VM0;0;50;0;144;1;123;0.0;0.003;0.002;0.01;6.052804663873849;0.003;631.6246943397153;
DC5_VM0;0;50;0;144;1;124;0.0;0.003;0.002;0.01;6.052804663873849;0.003;637.6674990035892;
DC5_VM0;0;50;0;144;1;125;0.0;0.003;0.002;0.01;6.052804663873849;0.003;643.7103036674631;
DC5_VM0;0;50;0;144;1;126;0.0;0.003;0.002;0.01;6.052804663873849;0.003;649.753108331337;
DC5_VM0;0;50;0;144;1;127;0.0;0.003;0.002;0.01;6.052804663873849;0.003;655.7959129952109;
DC5_VM0;0;50;0;144;1;128;0.0;0.003;0.002;0.01;6.052804663873849;0.003;661.8387176590848;
DC5_VM0;0;50;0;144;1;129;0.0;0.003;0.002;0.01;6.052804663873849;0.003;667.8815223229586;
DC5_VM0;0;50;0;144;1;130;0.0;0.003;0.002;0.01;6.052804663873849;0.003;673.9243269868325;
DC5_VM0;0;50;0;144;1;131;0.0;0.003;0.002;0.01;6.052804663873849;0.003;679.9671316507064;
DC5_VM0;0;50;0;144;1;132;0.0;0.003;0.002;0.01;6.052804663873849;0.003;686.0099363145803;
DC5_VM0;0;50;0;144;1;133;0.0;0.003;0.002;0.01;6.052804663873849;0.003;692.0527409784542;
null;0;50;0;144;0;0;0.0;0.003;0.001;0.0;6.052804663873849;0.003;82.0;
DC9_VM0;0;50;0;144;0;1;0.0;0.003;0.001;0.0;6.052804663873849;0.003;88.00814775613998;
DC9_VM0;0;50;0;144;0;2;0.0;0.003;0.001;0.0;6.052804663873849;0.003;93.47709471489854;
DC9_VM0;0;50;0;144;0;3;0.0;0.003;0.001;0.0;6.052804663873849;0.003;98.93053601301789;
DC9_VM0;0;50;0;144;0;4;0.0;0.003;0.001;0.0;6.052804663873849;0.003;104.96028635954482;
DC9_VM0;0;50;0;144;0;5;0.0;0.003;0.001;0.0;6.052804663873849;0.003;110.85922908166116;
DC9_VM0;0;50;0;144;0;6;0.0;0.003;0.001;0.0;6.052804663873849;0.003;116.25348597787394;
DC9_VM0;0;50;0;144;0;7;0.0;0.003;0.001;0.0;6.052804663873849;0.003;121.92536323183626;
DC9_VM0;0;50;0;144;0;8;0.0;0.003;0.001;0.0;6.052804663873849;0.003;127.8669104105299;
DC9_VM0;0;50;0;144;0;9;0.0;0.003;0.001;0.0;6.052804663873849;0.003;133.69926428761653;
DC9_VM0;0;50;0;144;0;10;0.0;0.003;0.001;0.0;6.052804663873849;0.003;139.08240560716038;
DC9_VM0;0;50;0;144;0;11;0.0;0.003;0.001;0.0;6.052804663873849;0.003;144.80518324194472;
DC9_VM0;0;50;0;144;0;12;0.0;0.003;0.001;0.0;6.052804663873849;0.003;150.39756930928417;
DC9_VM0;0;50;0;144;0;13;0.0;0.003;0.001;0.0;6.052804663873849;0.003;155.97260842072907;
DC9_VM0;0;50;0;144;0;14;0.0;0.003;0.001;0.0;6.052804663873849;0.003;161.68851039261796;
DC9_VM0;0;50;0;144;0;15;0.0;0.003;0.001;0.0;6.052804663873849;0.003;167.0449269676488;
DC9_VM0;0;50;0;144;0;16;0.0;0.003;0.001;0.0;6.052804663873849;0.003;172.30743161480288;
DC9_VM0;0;50;0;144;0;17;0.0;0.003;0.001;0.0;6.052804663873849;0.003;178.27603329053423;
DC9_VM0;0;50;0;144;0;18;0.0;0.003;0.001;0.0;6.052804663873849;0.003;184.30289828052778;
DC9_VM0;0;50;0;144;0;19;0.0;0.003;0.001;0.0;6.052804663873849;0.003;189.27124614126592;
DC9_VM0;0;50;0;144;0;20;0.0;0.003;0.001;0.0;6.052804663873849;0.003;195.10295417110544;
DC9_VM0;0;50;0;144;0;21;0.0;0.003;0.001;0.0;6.052804663873849;0.003;200.76137516094528;
DC9_VM0;0;50;0;144;0;22;0.0;0.003;0.001;0.0;6.052804663873849;0.003;206.4912897955299;
DC9_VM0;0;50;0;144;0;23;0.0;0.003;0.001;0.0;6.052804663873849;0.003;212.06113166289944;
DC9_VM0;0;50;0;144;0;24;0.0;0.003;0.001;0.0;6.052804663873849;0.003;217.83600306065958;
DC9_VM0;0;50;0;144;0;25;0.0;0.003;0.001;0.0;6.052804663873849;0.003;223.29573658880253;
DC9_VM0;0;50;0;144;0;26;0.0;0.003;0.001;0.0;6.052804663873849;0.003;227.98790374808493;
DC9_VM0;0;50;0;144;0;27;0.0;0.003;0.001;0.0;6.052804663873849;0.003;233.69419547977498;
DC9_VM0;0;50;0;144;0;28;0.0;0.003;0.001;0.0;6.052804663873849;0.003;239.1689362848182;
DC9_VM0;0;50;0;144;0;29;0.0;0.003;0.001;0.0;6.052804663873849;0.003;244.87982629799757;
DC9_VM0;0;50;0;144;0;30;0.0;0.003;0.001;0.0;6.052804663873849;0.003;250.61963883047443;
DC9_VM0;0;50;0;144;0;31;0.0;0.003;0.001;0.0;6.052804663873849;0.003;256.06401933990793;
DC9_VM0;0;50;0;144;0;32;0.0;0.003;0.001;0.0;6.052804663873849;0.003;261.7178643991962;
DC9_VM0;0;50;0;144;0;33;0.0;0.003;0.001;0.0;6.052804663873849;0.003;267.7019924112929;
DC9_VM0;0;50;0;144;0;34;0.0;0.003;0.001;0.0;6.052804663873849;0.003;273.01526376771153;
DC9_VM0;0;50;0;144;0;35;0.0;0.003;0.001;0.0;6.052804663873849;0.003;278.89054412744656;
