RBS;Occupancy;Time 
RBS_0;0;-1.0
RBS_1;0;-1.0
RBS_2;0;-1.0
RBS_3;0;-1.0
RBS_4;0;-1.0
RBS_5;1;300.77702231861224
RBS_5;1;301.0858841509669
RBS_5;1;301.27749470041823
RBS_5;1;301.81594186267625
RBS_5;1;302.1593155895525
RBS_5;1;302.3901137271662
RBS_5;1;302.8677446706218
RBS_5;1;303.11970376674697
RBS_5;1;303.92585101657306
RBS_5;1;304.2663311693505
RBS_5;1;304.5423082351539
RBS_5;1;304.7245782006734
RBS_5;1;305.10312274398404
RBS_5;1;305.2279037799614
RBS_5;1;305.4200287590311
RBS_5;1;305.72482625006865
RBS_5;1;306.0811710482472
RBS_5;1;306.29318026238894
RBS_5;1;306.38954314085646
RBS_5;1;306.64306600437493
RBS_5;1;307.62175748335557
RBS_5;1;308.0627702572906
RBS_5;1;308.4680312796516
RBS_5;1;308.66410617002333
RBS_5;1;309.15431545473
RBS_5;1;309.7963596853409
RBS_5;1;310.0233822587824
RBS_5;1;310.5513158342029
RBS_5;1;310.7961684900065
RBS_5;1;311.15085377646113
RBS_5;1;311.4395914071571
RBS_5;1;311.6623884363417
RBS_5;1;312.0924750795533
RBS_5;1;312.5329803983048
RBS_5;1;312.6316591932062
RBS_5;1;312.78456483911816
RBS_5;1;312.9153443328917
RBS_5;1;313.0326691315615
RBS_5;1;313.4860392962721
RBS_5;1;314.0652711701458
RBS_5;1;314.47483230112533
RBS_5;1;314.86066235715055
RBS_5;1;315.5033419805836
RBS_5;1;315.6834928996121
RBS_5;1;315.7941748584082
RBS_5;1;316.66482593482556
RBS_5;1;316.83362860978
RBS_5;1;317.13515553603696
RBS_5;1;317.6703555805259
RBS_5;1;317.82729692991524
RBS_5;1;318.22076247456334
RBS_5;1;318.36047739942506
RBS_5;1;318.41501379335307
RBS_5;1;318.8547809767452
RBS_5;1;319.0659681914896
RBS_5;1;319.403180335269
RBS_5;1;319.7497188590701
RBS_5;1;319.9475881003632
RBS_5;1;320.3051411751675
RBS_5;1;320.8666299434568
RBS_5;1;321.0593733897452
RBS_5;1;321.5276145054443
RBS_5;1;321.91064647588166
RBS_5;1;322.053424071907
RBS_5;1;322.1888967406585
