RBS;Occupancy;Time 
RBS_0;7;11.99406295867156
RBS_0;7;20.33964244237266
RBS_0;7;20.586892324168577
RBS_0;7;21.015399426576927
RBS_0;7;22.209395139824686
RBS_0;7;22.93829410353303
RBS_0;7;25.42308109981171
RBS_0;7;28.641816364221913
RBS_0;7;30.1051011709064
RBS_0;7;31.71759856463472
RBS_0;7;34.945998704472686
RBS_0;7;38.67116716245944
RBS_0;7;43.3773766053503
RBS_0;7;45.385143194310594
RBS_0;7;47.26800789932523
RBS_0;7;48.47002465269925
RBS_0;7;50.86599312233567
RBS_0;7;54.91586660765848
RBS_0;7;58.327799855266335
RBS_0;7;73.20317344665978
RBS_0;7;76.69656228131447
RBS_0;7;80.21135044309587
RBS_0;7;81.02489073969409
RBS_0;7;83.62379067192651
RBS_0;7;85.59853851373322
RBS_0;7;91.10938597448225
RBS_0;5;105.41730323778981
RBS_0;5;110.29085499394995
RBS_0;5;112.97967273656366
RBS_0;5;114.57704117528326
RBS_0;5;126.81239454593151
RBS_0;5;127.94562060104462
RBS_0;5;128.7729065815913
RBS_0;5;141.57198651766114
RBS_0;5;151.4274777152977
RBS_0;5;155.31006022218065
RBS_0;5;160.27844247130824
RBS_0;5;162.94669865893366
RBS_0;5;166.33826486729959
RBS_0;5;173.17443582230078
RBS_0;5;177.26810015650295
RBS_0;5;182.19237178965943
RBS_0;5;187.16019169066976
RBS_0;5;192.59097603085684
RBS_0;5;195.49572512100448
RBS_0;5;197.09104061303879
RBS_0;5;205.0139227990334
RBS_0;5;222.24986497622112
RBS_0;5;224.93339810367777
RBS_0;5;233.02074231038887
RBS_0;5;248.864743325748
RBS_0;5;254.64762060233318
RBS_0;5;262.16856867989026
RBS_0;5;266.7776836189864
RBS_0;5;269.9940381856075
RBS_0;5;270.5019505526504
RBS_0;5;273.9956324642353
RBS_0;5;279.05174996926036
RBS_0;5;290.27870416390425
RBS_0;5;291.28100204751144
RBS_0;5;295.99141830500577
RBS_0;6;312.6552304797355
RBS_0;6;313.58103458915315
RBS_0;6;320.1850408874183
RBS_0;6;322.2823922706208
RBS_0;6;324.8923431349009
RBS_0;6;331.2752273762669
RBS_0;6;339.5050144691916
RBS_0;6;344.0919588208417
RBS_0;6;351.9588335545575
RBS_0;6;362.6752429513126
RBS_0;6;363.24988866537035
RBS_0;6;369.92146203875654
RBS_0;6;375.5101073407688
RBS_0;6;377.4571736997113
RBS_0;6;380.09909946571764
RBS_0;6;380.1218340202732
RBS_0;6;389.8623015227589
RBS_0;6;393.68841589340104
RBS_0;6;395.54231552852684
RBS_0;6;400.9948210884843
RBS_0;6;401.23309470939364
RBS_0;6;405.10553959579687
RBS_0;6;405.5911754299378
RBS_0;6;413.0951452337091
RBS_0;6;420.93084718734764
RBS_0;6;422.3454643915543
RBS_0;6;423.5602294175219
RBS_0;6;430.7025917450722
RBS_0;6;431.93653373448853
RBS_0;6;441.4504321127056
RBS_0;6;442.78237877757846
RBS_0;6;451.9013279789582
RBS_0;6;453.2249247153308
RBS_0;6;455.5293656870436
RBS_0;6;458.9067933388045
RBS_0;6;473.5879439522229
RBS_0;6;473.68004185707616
RBS_0;6;473.76699733589845
RBS_0;6;478.0768413601691
RBS_0;6;487.8966790808365
RBS_0;6;494.07307749294534
RBS_0;6;494.3208957646568
RBS_0;6;502.8531532489758
RBS_0;6;502.85956637506797
RBS_0;6;503.81299875543715
RBS_0;6;505.0463326017941
RBS_0;6;507.69937792178416
RBS_0;6;516.9539077587265
RBS_0;6;519.679825904654
RBS_0;6;522.5692433478897
RBS_0;6;530.9417517436826
RBS_0;6;534.8329945840368
RBS_0;6;540.8694616045875
RBS_0;6;545.4940583167959
RBS_0;6;549.3605407027327
RBS_0;6;560.49747082148
RBS_0;6;564.5201627968684
RBS_0;6;566.5864263174711
RBS_0;6;568.995411901734
RBS_0;6;570.809302761152
RBS_0;6;573.6092297223821
RBS_0;6;592.6242607756815
RBS_0;6;595.0299528262417
RBS_0;7;605.3139221584736
RBS_0;7;612.8393209505105
RBS_0;7;615.9995120191614
RBS_0;7;619.7534150643869
RBS_0;7;623.1516204910953
RBS_0;7;624.3811055839219
RBS_0;7;626.9659751473765
RBS_0;7;634.9148378708522
RBS_0;7;637.6369995338617
RBS_0;7;641.9379452763055
RBS_0;7;643.4693019879285
RBS_0;7;656.7412164231021
RBS_0;7;661.6645549260568
RBS_0;7;666.6991718739329
RBS_0;7;672.6721383112265
RBS_0;7;675.1061590657016
RBS_0;7;678.0292642243712
RBS_0;7;686.3693985398105
RBS_0;7;686.7051083133873
RBS_0;7;693.0888828389758
RBS_0;7;696.092737565496
RBS_0;7;699.0009686572879
RBS_0;7;699.9650298097014
RBS_0;7;700.6977657957103
RBS_0;7;704.9732733159614
RBS_0;7;707.1797976059123
RBS_0;7;707.2561531939723
RBS_0;7;712.7034671732378
RBS_0;7;726.2035982328898
RBS_0;7;727.0973579988813
RBS_0;7;727.5592012864159
RBS_0;7;729.7313016047565
RBS_0;7;736.4481636049445
RBS_0;7;736.5015870733865
RBS_0;7;736.8693753054675
RBS_0;7;739.9934927898415
RBS_0;7;743.1983249076901
RBS_0;7;750.2197986196128
RBS_0;7;755.0407897171458
RBS_0;7;759.9995942067751
RBS_0;7;760.573790590245
RBS_0;7;764.2386679952083
RBS_0;7;768.1002970493685
RBS_0;7;769.6924612939227
RBS_0;7;789.9114925136874
RBS_0;6;804.2326006206899
RBS_0;6;817.130493106867
RBS_0;6;818.170353712739
RBS_0;6;818.359595119065
RBS_0;6;822.0105341988815
RBS_0;6;826.5631167712179
RBS_0;6;827.1936955003064
RBS_0;6;830.9033042102013
RBS_0;6;833.4567483528837
RBS_0;6;851.6006032282572
RBS_0;6;863.0502074904153
RBS_0;6;872.9302051837906
RBS_0;6;880.3060546711364
RBS_0;6;889.4296831623983
RBS_0;6;894.2091215512055
RBS_0;6;897.2043457203607
RBS_0;7;909.7974669626835
RBS_0;7;913.7469411748956
RBS_0;7;916.1192841604006
RBS_0;7;932.5457434895469
RBS_0;7;943.3397394555615
RBS_0;7;943.6004495859639
RBS_0;7;955.9073940912683
RBS_0;7;956.9750616994108
RBS_0;7;964.5166809288306
RBS_0;7;968.7851066819615
RBS_0;7;970.3772632380708
RBS_0;7;972.1818748413864
RBS_0;7;976.5657541136941
RBS_0;7;981.8464678089949
RBS_0;7;983.1103928249231
RBS_0;7;990.946322648963
RBS_0;7;1001.8938404672149
RBS_0;7;1010.7809257222724
RBS_0;7;1016.1790166688373
RBS_0;7;1024.3702851470982
RBS_0;7;1027.5421010163514
RBS_0;7;1038.2349926078186
RBS_0;7;1045.7397642579406
RBS_0;7;1057.7561924449694
RBS_0;7;1071.620608134314
RBS_0;7;1076.4250797900952
RBS_0;7;1077.1460076627654
RBS_0;7;1078.231082005845
RBS_0;7;1087.8989449163441
RBS_0;7;1088.6919809433111
RBS_0;7;1093.8603534180127
RBS_0;7;1095.9689614450592
RBS_0;7;1096.5096713633445
RBS_0;7;1096.64827160549
RBS_0;7;1097.1368243219022
RBS_0;7;1099.9582612163829
RBS_0;5;1108.21780276865
RBS_0;5;1113.5183442650791
RBS_0;5;1115.4774178092878
RBS_0;5;1128.949767651146
RBS_0;5;1133.5996694842217
RBS_0;5;1141.0100555134286
RBS_0;5;1141.6929843217995
RBS_0;5;1145.1862437250632
RBS_0;5;1151.7660882355965
RBS_0;5;1165.4984574663708
RBS_0;5;1165.5304390132321
RBS_0;5;1169.6683879939508
RBS_0;5;1174.8238565038528
RBS_0;5;1176.7916696803136
RBS_0;5;1177.674016997752
RBS_0;5;1184.8405429606112
RBS_0;5;1218.1907253712304
RBS_0;5;1228.1663199159218
RBS_0;5;1231.100815979491
RBS_0;5;1233.2741249802082
RBS_0;5;1234.6078882668326
RBS_0;5;1260.6701125963789
RBS_0;5;1263.6748115341095
RBS_0;5;1267.6654755811178
RBS_0;5;1277.981905439939
RBS_0;5;1286.8715299087498
RBS_0;5;1288.3184451737575
RBS_0;5;1297.234782712051
RBS_0;5;1299.2272563730642
RBS_0;3;1300.9901935868534
RBS_0;3;1315.0540513660085
RBS_0;3;1321.0673387592353
RBS_0;3;1321.2837330555863
RBS_0;3;1324.2401066912087
RBS_0;3;1335.9252678382284
RBS_0;3;1390.9814693503586
RBS_0;3;1407.4028959105865
RBS_0;3;1438.7022646571788
RBS_0;3;1440.5075922470278
RBS_0;3;1456.4926340744826
RBS_0;3;1463.8494252502194
RBS_0;3;1473.9411089413584
RBS_0;3;1481.2412076128282
RBS_0;3;1491.9460780447669
RBS_0;3;1503.1744666364564
RBS_0;3;1523.977222306557
RBS_0;3;1535.729519492605
RBS_0;3;1539.064851551885
RBS_0;3;1545.2394469838607
RBS_0;3;1546.9149063785762
RBS_0;3;1552.4396544573472
RBS_0;3;1553.1157578925215
RBS_0;3;1561.0717150774085
RBS_0;3;1569.9084622439163
RBS_0;3;1583.5547355542378
RBS_0;2;1610.703296471915
RBS_0;2;1648.3187933641639
RBS_0;2;1651.498747683486
RBS_0;2;1691.5015254038938
RBS_0;3;1707.3359050348438
RBS_0;3;1709.4812338177842
RBS_0;3;1722.6589901782347
RBS_0;3;1739.0963400048304
RBS_0;3;1758.9068897743607
RBS_0;3;1767.776877875265
RBS_0;3;1769.353891271276
RBS_0;3;1781.2072665710455
RBS_0;3;1782.362545093396
RBS_0;3;1793.5313517521304
RBS_0;2;1803.890269985096
RBS_0;2;1808.647082996074
RBS_0;2;1818.5994934780533
RBS_0;2;1842.3112531564964
RBS_0;2;1854.191627891208
RBS_0;2;1864.9683980094417
RBS_0;2;1890.0481975889925
RBS_0;2;1897.2458201785225
RBS_0;4;1906.5240130542677
RBS_0;4;1910.106058044172
RBS_0;4;1910.8220069877711
RBS_0;4;1914.2326896498416
RBS_0;4;1919.5873388939006
RBS_0;4;1923.583153984158
RBS_0;4;1945.3273512251324
RBS_0;4;1954.493587574908
RBS_0;4;1956.3379491387764
RBS_0;4;1962.0225864390602
RBS_0;4;1987.0664845564436
RBS_0;4;1993.3387303901343
RBS_0;5;2007.064861318378
RBS_0;5;2013.191680772562
RBS_0;5;2019.8413064293838
RBS_0;5;2023.6557448697106
RBS_0;5;2038.6189655652647
RBS_0;5;2039.3239913707453
RBS_0;5;2044.289208805035
RBS_0;5;2047.6242169845864
RBS_0;5;2057.2429839669976
RBS_0;5;2062.878776376862
RBS_0;5;2063.620207998959
RBS_0;5;2076.275806243739
RBS_0;5;2085.7369289722546
RBS_0;5;2088.28435601243
RBS_0;4;2103.1671642661368
RBS_0;4;2108.1531013168374
RBS_0;4;2110.1860282960483
RBS_0;4;2112.9648782708286
RBS_0;4;2120.0671298849143
RBS_0;4;2124.194240618172
RBS_0;4;2124.2445548849546
RBS_0;4;2142.18396076423
RBS_0;4;2151.924016855517
RBS_0;4;2153.779182141341
RBS_0;4;2155.583566846062
RBS_0;4;2160.294511665997
RBS_0;4;2166.159172933572
RBS_0;4;2184.139593650225
RBS_0;4;2187.192625849051
RBS_0;4;2190.434913029555
RBS_0;4;2193.975854305666
RBS_0;4;2211.2156765946456
RBS_0;4;2216.8946020267604
RBS_0;4;2221.262629232358
RBS_0;4;2232.2711446002563
RBS_0;4;2233.303480903982
RBS_0;4;2239.1566248232425
RBS_0;4;2243.0390562595367
RBS_0;4;2246.9937064188616
RBS_0;4;2251.117455745393
RBS_0;4;2255.766316242279
RBS_0;4;2257.3405089373027
RBS_0;4;2276.5815569698434
RBS_0;4;2278.4125688111394
RBS_0;4;2287.851942675703
RBS_0;3;2304.4496064526443
RBS_0;3;2306.8180194417596
RBS_0;3;2307.7286211640217
RBS_0;3;2312.0311243406995
