RBS;Occupancy;Time 
RBS_0;3;9.126172414720923
RBS_0;3;13.269795517717895
RBS_0;3;14.38948109195802
RBS_0;3;17.91860942137779
RBS_0;3;20.535918323392103
RBS_0;3;25.134861469632995
RBS_0;3;37.97885698791127
RBS_0;3;41.907656078123786
RBS_0;3;42.66732483735605
RBS_0;3;51.62640138539937
RBS_0;3;61.74710452040348
RBS_0;3;73.76240984302177
RBS_0;3;83.36734544760174
RBS_0;3;97.78040019730608
RBS_0;6;103.72530274516599
RBS_0;6;111.16297654504038
RBS_0;6;113.91504396644707
RBS_0;6;115.0274641325309
RBS_0;6;122.39244158012531
RBS_0;6;127.7009478447248
RBS_0;6;152.57231722689235
RBS_0;6;156.85250798122198
RBS_0;6;171.84246888024705
RBS_0;6;182.06642672039976
RBS_0;6;193.81878214780718
RBS_0;6;202.71978311774174
RBS_0;6;212.6278014147168
RBS_0;6;258.0683649702178
RBS_0;6;276.47368870991926
RBS_0;6;282.20039371578616
RBS_0;6;282.44705295641154
RBS_0;6;290.6912000863089
RBS_0;6;295.64418572884034
RBS_0;6;303.29893241038025
RBS_0;6;316.797510522723
RBS_0;6;319.7968801477249
RBS_0;6;319.8620069309764
RBS_0;6;321.8064639740579
RBS_0;6;328.0566498334918
RBS_0;6;334.30807509022344
RBS_0;6;334.5225616177229
RBS_0;6;334.95321303829957
RBS_0;6;339.78921837371394
RBS_0;6;342.72040341378386
RBS_0;6;344.2371149344707
RBS_0;6;344.87284689712294
RBS_0;6;352.81035004922865
RBS_0;6;362.84321820593226
RBS_0;6;370.99449157059377
RBS_0;6;373.68597052363555
RBS_0;6;374.3119356069693
RBS_0;6;392.27117147985723
RBS_0;7;421.09094561901856
RBS_0;7;423.2670379572378
RBS_0;7;431.2353993673022
RBS_0;7;431.46935031755754
RBS_0;7;444.12858157397426
RBS_0;7;465.7884058577808
RBS_0;7;474.11495294666844
RBS_0;7;479.5260208413135
RBS_0;7;492.05084677834213
RBS_0;7;497.1776425906651
RBS_0;7;498.066083743105
RBS_0;7;504.3584709799518
RBS_0;7;520.897586061988
RBS_0;7;521.1895877388749
RBS_0;7;529.6193163718815
RBS_0;7;530.8740998493997
RBS_0;7;557.5031908613652
