REJECTED_BY;PROCESSED_BY;SERVICE;USER;SESSION;SESSION_SIZE;MIGRATED;PACKET_NBR;RADIO;NETWORK_UPLINK;DISPATCH;MIGRATE;PROCESS;NETWORK_DOWNLINK;QUEUE;
;DC0_VM0;0;52;18;15;0;1;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;38.78372359642435;
;DC0_VM0;0;52;18;15;0;2;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;33.12062968241344;
;DC0_VM0;0;52;18;15;0;3;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;24.293039051248797;
;DC0_VM0;0;52;18;15;0;4;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;0.0;
;DC0_VM0;0;52;18;15;0;5;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;0.0;
;DC0_VM0;0;52;18;15;0;6;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;0.0;
;DC0_VM0;0;52;18;15;0;7;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;0.0;
;DC0_VM0;0;52;18;15;0;8;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;0.0;
;DC0_VM0;0;52;18;15;0;9;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;0.0;
;DC0_VM0;0;52;18;15;0;10;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;0.0;
;DC0_VM0;0;52;18;15;0;11;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;0.0;
;DC0_VM0;0;52;18;15;0;12;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;0.0;
;DC0_VM0;0;52;18;15;0;13;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;0.0;
;DC0_VM0;0;52;18;15;0;14;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;0.0;
;;0;52;19;4;0;0;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;82.0;
;DC0_VM0;0;52;19;4;0;1;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;10.92382728657185;
;DC0_VM0;0;52;19;4;0;2;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;0.0;
;DC0_VM0;0;52;19;4;0;3;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;0.0;
;;0;52;20;1;0;0;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;94.78765784265806;
;DC0_VM0;0;52;21;1;0;0;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;93.48093892695988;
;DC0_VM0;0;52;22;4;0;0;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;80.18708074157757;
;DC0_VM0;0;52;22;4;0;1;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;66.34234062437099;
;DC0_VM0;0;52;22;4;0;2;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;42.40336929881914;
;DC0_VM0;0;52;22;4;0;3;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;2.8966484295797272;
;DC0_VM0;0;52;23;6;0;0;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;0.1478301142856253;
;DC0_VM0;0;52;23;6;0;1;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;0.0;
;DC0_VM0;0;52;23;6;0;2;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;0.0;
;DC0_VM0;0;52;23;6;0;3;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;0.0;
;DC0_VM0;0;52;23;6;0;4;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;0.0;
;DC0_VM0;0;52;23;6;0;5;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;0.0;
;;0;52;24;2;0;0;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;82.0;
;DC0_VM0;0;52;24;2;0;1;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;54.282878271034406;
;DC0_VM0;0;52;25;3;0;0;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;31.28822196891133;
;DC0_VM0;0;52;25;3;0;1;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;26.290021013334353;
;DC0_VM0;0;52;25;3;0;2;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;8.957894493724325;
;;0;52;26;9;0;0;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;95.88106513118964;
;DC0_VM0;0;52;26;9;0;1;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;77.20960260890206;
;DC0_VM0;0;52;26;9;0;2;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;59.56767459926732;
;DC0_VM0;0;52;26;9;0;3;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;51.91819460380475;
;DC0_VM0;0;52;26;9;0;4;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;38.187128494742865;
;DC0_VM0;0;52;26;9;0;5;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;0.0;
;DC0_VM0;0;52;26;9;0;6;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;0.0;
;DC0_VM0;0;52;26;9;0;7;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;0.0;
;DC0_VM0;0;52;26;9;0;8;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;0.0;
;;0;52;28;5;0;0;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;82.0;
;DC0_VM0;0;52;28;5;0;1;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;77.1181516618567;
;DC0_VM0;0;52;28;5;0;2;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;57.83689961974096;
;DC0_VM0;0;52;28;5;0;3;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;0.0;
;DC0_VM0;0;52;28;5;0;4;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;0.0;
;;0;52;29;9;0;0;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;82.0;
;DC0_VM0;0;52;29;9;0;1;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;74.2540569783182;
;DC0_VM0;0;52;29;9;0;2;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;70.06611357440124;
;DC0_VM0;0;52;29;9;0;3;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;0.0;
;DC0_VM0;0;52;29;9;0;4;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;0.0;
;DC0_VM0;0;52;29;9;0;5;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;0.0;
;DC0_VM0;0;52;29;9;0;6;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;0.0;
;DC0_VM0;0;52;29;9;0;7;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;0.0;
;DC0_VM0;0;52;29;9;0;8;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;0.0;
;;0;52;31;25;0;0;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;82.0;
;DC0_VM0;0;52;31;25;0;1;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;0.0;
;DC0_VM0;0;52;31;25;0;2;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;0.0;
;DC0_VM0;0;52;31;25;0;3;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;0.0;
;DC0_VM0;0;52;31;25;0;4;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;0.0;
;DC0_VM0;0;52;31;25;0;5;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;0.0;
;DC0_VM0;0;52;31;25;0;6;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;0.0;
;DC0_VM0;0;52;31;25;0;7;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;0.0;
;DC0_VM0;0;52;31;25;0;8;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;0.0;
;DC0_VM0;0;52;31;25;0;9;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;0.0;
;DC0_VM0;0;52;31;25;0;10;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;0.0;
;DC0_VM0;0;52;31;25;0;11;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;0.0;
;DC0_VM0;0;52;31;25;0;12;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;0.0;
;DC0_VM0;0;52;31;25;0;13;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;0.0;
;DC0_VM0;0;52;31;25;0;14;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;0.0;
;DC0_VM0;0;52;31;25;0;15;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;0.0;
;DC0_VM0;0;52;31;25;0;16;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;0.0;
;DC0_VM0;0;52;31;25;0;17;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;0.0;
;DC0_VM0;0;52;31;25;0;18;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;0.0;
;DC0_VM0;0;52;31;25;0;19;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;0.0;
;DC0_VM0;0;52;31;25;0;20;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;0.0;
;DC0_VM0;0;52;31;25;0;21;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;0.0;
;DC0_VM0;0;52;31;25;0;22;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;0.0;
;DC0_VM0;0;52;31;25;0;23;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;0.0;
;DC0_VM0;0;52;31;25;0;24;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;0.0;
;;0;52;32;2;0;0;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;89.15455771283996;
;DC0_VM0;0;52;32;2;0;1;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;83.6635711600893;
;DC0_VM0;0;52;33;17;0;0;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;64.47046357363615;
;DC0_VM0;0;52;33;17;0;1;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;55.67106269879969;
;DC0_VM0;0;52;33;17;0;2;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;46.577334208941465;
;DC0_VM0;0;52;33;17;0;3;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;36.348580958348066;
;DC0_VM0;0;52;33;17;0;4;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;17.783707243397657;
;DC0_VM0;0;52;33;17;0;5;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;12.33905962803874;
;DC0_VM0;0;52;33;17;0;6;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;0.0;
;DC0_VM0;0;52;33;17;0;7;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;0.0;
;DC0_VM0;0;52;33;17;0;8;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;0.0;
;DC0_VM0;0;52;33;17;0;9;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;0.0;
;DC0_VM0;0;52;33;17;0;10;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;0.0;
;DC0_VM0;0;52;33;17;0;11;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;0.0;
;DC0_VM0;0;52;33;17;0;12;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;0.0;
;DC0_VM0;0;52;33;17;0;13;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;0.0;
;DC0_VM0;0;52;33;17;0;14;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;0.0;
;DC0_VM0;0;52;33;17;0;15;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;0.0;
;DC0_VM0;0;52;33;17;0;16;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;0.0;
;;0;52;34;3;0;0;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;91.04884552583553;
;DC0_VM0;0;52;34;3;0;1;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;62.494351791214285;
;DC0_VM0;0;52;34;3;0;2;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;17.570021593750425;
;;0;52;36;2;0;0;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;90.14070514508239;
;DC0_VM0;0;52;36;2;0;1;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;50.05042652441625;
;DC0_VM0;0;52;38;7;0;0;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;40.38803311729589;
;DC0_VM0;0;52;38;7;0;1;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;18.47958302977986;
;DC0_VM0;0;52;38;7;0;2;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;0.0;
;DC0_VM0;0;52;38;7;0;3;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;0.0;
;DC0_VM0;0;52;38;7;0;4;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;0.0;
;DC0_VM0;0;52;38;7;0;5;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;0.0;
;DC0_VM0;0;52;38;7;0;6;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;0.0;
;;0;52;39;2;0;0;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;82.0;
;DC0_VM0;0;52;39;2;0;1;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;22.893286003527464;
;DC0_VM0;0;52;43;5;0;0;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;15.496029448256195;
;DC0_VM0;0;52;43;5;0;1;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;6.644143508425259;
;DC0_VM0;0;52;43;5;0;2;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;0.0;
;DC0_VM0;0;52;43;5;0;3;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;0.0;
;DC0_VM0;0;52;43;5;0;4;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;0.0;
;;0;52;44;1;0;0;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;82.0;
;DC0_VM0;0;52;45;3;0;0;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;70.82394488987302;
;DC0_VM0;0;52;45;3;0;1;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;59.40063548006674;
;DC0_VM0;0;52;45;3;0;2;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;24.788530376456947;
;;0;52;46;4;0;0;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;82.0;
;DC0_VM0;0;52;46;4;0;1;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;71.5373700432092;
;DC0_VM0;0;52;46;4;0;2;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;55.20049958368145;
;DC0_VM0;0;52;46;4;0;3;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;0.0;
;;0;52;47;2;0;0;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;82.0;
;DC0_VM0;0;52;47;2;0;1;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;0.0;
;;0;52;48;25;0;0;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;82.0;
;DC0_VM0;0;52;48;25;0;1;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;62.66015886761943;
;DC0_VM0;0;52;48;25;0;2;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;29.07024505492427;
;DC0_VM0;0;52;48;25;0;3;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;13.590203184230631;
;DC0_VM0;0;52;48;25;0;4;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;0.0;
;DC0_VM0;0;52;48;25;0;5;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;0.0;
;DC0_VM0;0;52;48;25;0;6;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;0.0;
;DC0_VM0;0;52;48;25;0;7;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;0.0;
;DC0_VM0;0;52;48;25;0;8;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;0.0;
;DC0_VM0;0;52;48;25;0;9;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;0.0;
;DC0_VM0;0;52;48;25;0;10;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;0.0;
;DC0_VM0;0;52;48;25;0;11;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;0.0;
;DC0_VM0;0;52;48;25;0;12;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;0.0;
;DC0_VM0;0;52;48;25;0;13;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;0.0;
;DC0_VM0;0;52;48;25;0;14;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;0.0;
;DC0_VM0;0;52;48;25;0;15;0.0;0.003;0.001;0.0;0.7692307692307692;0.003;0.0;
