PROCESSED_BY;SERVICE;USER;SESSION;SESSION_SIZE;MIGRATED;PACKET_NBR;RADIO;NETWORK_UPLINK;DISPATCH;MIGRATE;PROCESS;NETWORK_DOWNLINK;QUEUE;
null;0;26;1;1;0;0;0.0;0.003;0.001;0.0;615.3846153846154;0.003;82.0;
DC0_VM0;0;26;2;8;0;0;0.0;0.003;0.001;0.0;615.3846153846154;0.003;689.2883764621596;
