PROCESSED_BY;SERVICE;USER;SESSION;SESSION_SIZE;MIGRATED;PACKET_NBR;RADIO;NETWORK_UPLINK;DISPATCH;MIGRATE;PROCESS;NETWORK_DOWNLINK;QUEUE;
DC0_VM1;1;94;0;2;0;0;0.0;0.003;0.001;0.0;4.615384615384615;0.003;96.63026834014877;
DC0_VM2;2;117;0;5;0;0;0.0;0.003;0.001;0.0;4.615384615384615;0.003;86.52176999084693;
DC0_VM0;0;35;0;4;0;1;0.0;0.003;0.001;0.0;4.615384615384615;0.003;88.68435061222127;
DC0_VM1;1;93;2;6;0;2;0.0;0.003;0.001;0.0;4.615384615384615;0.003;93.5732187037098;
DC0_VM2;2;122;3;67;0;2;0.0;0.003;0.001;0.0;4.615384615384615;0.003;90.95828379074828;
DC0_VM0;0;65;0;16;0;2;0.0;0.003;0.001;0.0;4.615384615384615;0.003;92.187912421094;
DC0_VM1;1;93;2;6;0;3;0.0;0.003;0.001;0.0;4.615384615384615;0.003;87.51880273600082;
DC0_VM2;2;105;0;3;0;1;0.0;0.003;0.001;0.0;4.615384615384615;0.003;93.38758034614767;
DC0_VM0;0;50;1;4;0;0;0.0;0.003;0.001;0.0;4.615384615384615;0.003;95.17965411663877;
DC0_VM1;1;88;2;2;0;1;0.0;0.003;0.001;0.0;4.615384615384615;0.003;84.0855622531146;
DC0_VM2;2;101;2;1;0;0;0.0;0.003;0.001;0.0;4.615384615384615;0.003;95.07509971896974;
DC0_VM0;0;35;0;4;0;2;0.0;0.003;0.001;0.0;4.615384615384615;0.003;95.70845627831775;
DC0_VM1;1;93;2;6;0;4;0.0;0.003;0.001;0.0;4.615384615384615;0.003;86.78690687264135;
DC0_VM2;2;122;3;67;0;3;0.0;0.003;0.001;0.0;4.615384615384615;0.003;95.3375946905679;
DC0_VM0;0;65;0;16;0;3;0.0;0.003;0.001;0.0;4.615384615384615;0.003;99.88769487315349;
DC0_VM1;1;76;0;5;0;1;0.0;0.003;0.001;0.0;4.615384615384615;0.003;82.34448771212875;
DC0_VM2;2;121;0;3;0;1;0.0;0.003;0.001;0.0;4.615384615384615;0.003;99.1946612962657;
DC0_VM0;0;56;1;2;0;0;0.0;0.003;0.001;0.0;4.615384615384615;0.003;89.60688742052162;
DC0_VM1;1;88;3;8;0;0;0.0;0.003;0.001;0.0;4.615384615384615;0.003;82.30420038934737;
DC0_VM2;2;117;0;5;0;1;0.0;0.003;0.001;0.0;4.615384615384615;0.003;103.59993337696234;
DC0_VM0;0;50;1;4;0;1;0.0;0.003;0.001;0.0;4.615384615384615;0.003;78.1815855787315;
DC0_VM1;1;76;0;5;0;2;0.0;0.003;0.001;0.0;4.615384615384615;0.003;83.91238694321146;
DC0_VM2;2;105;0;3;0;2;0.0;0.003;0.001;0.0;4.615384615384615;0.003;98.44718878107315;
DC0_VM0;0;56;1;2;0;1;0.0;0.003;0.001;0.0;4.615384615384615;0.003;78.71113040614478;
DC0_VM1;1;94;0;2;0;1;0.0;0.003;0.001;0.0;4.615384615384615;0.003;79.8876581374925;
DC0_VM2;2;100;0;3;0;0;0.0;0.003;0.001;0.0;4.615384615384615;0.003;102.71033818773793;
DC0_VM0;0;59;0;2;0;1;0.0;0.003;0.001;0.0;4.615384615384615;0.003;82.90619867114368;
DC0_VM1;1;99;0;4;0;0;0.0;0.003;0.001;0.0;4.615384615384615;0.003;82.40130662802827;
DC0_VM2;2;117;0;5;0;2;0.0;0.003;0.001;0.0;4.615384615384615;0.003;106.77395018224234;
DC0_VM0;0;65;0;16;0;4;0.0;0.003;0.001;0.0;4.615384615384615;0.003;75.30130942402441;
DC0_VM1;1;99;0;4;0;1;0.0;0.003;0.001;0.0;4.615384615384615;0.003;85.42338039494753;
DC0_VM2;2;100;0;3;0;1;0.0;0.003;0.001;0.0;4.615384615384615;0.003;109.13729380700534;
DC0_VM0;0;59;1;1;0;0;0.0;0.003;0.001;0.0;4.615384615384615;0.003;78.89079169170633;
DC0_VM1;1;76;0;5;0;3;0.0;0.003;0.001;0.0;4.615384615384615;0.003;78.38365123131935;
DC0_VM2;2;105;1;9;0;0;0.0;0.003;0.001;0.0;4.615384615384615;0.003;108.17845220700167;
DC0_VM0;0;65;0;16;0;5;0.0;0.003;0.001;0.0;4.615384615384615;0.003;82.67061079915474;
DC0_VM1;1;99;0;4;0;2;0.0;0.003;0.001;0.0;4.615384615384615;0.003;77.35426348755642;
DC0_VM2;2;105;1;9;0;1;0.0;0.003;0.001;0.0;4.615384615384615;0.003;109.36633343317155;
DC0_VM0;0;35;0;4;0;3;0.0;0.003;0.001;0.0;4.615384615384615;0.003;85.04544731739898;
DC0_VM1;1;93;2;6;0;5;0.0;0.003;0.001;0.0;4.615384615384615;0.003;76.24960282275555;
DC0_VM2;2;100;0;3;0;2;0.0;0.003;0.001;0.0;4.615384615384615;0.003;113.81287748304995;
DC0_VM0;0;56;2;5;0;0;0.0;0.003;0.001;0.0;4.615384615384615;0.003;87.04432193834067;
DC0_VM1;1;76;0;5;0;4;0.0;0.003;0.001;0.0;4.615384615384615;0.003;78.78526224040621;
DC0_VM2;2;117;0;5;0;3;0.0;0.003;0.001;0.0;4.615384615384615;0.003;116.9701102402534;
DC0_VM0;0;65;0;16;0;6;0.0;0.003;0.001;0.0;4.615384615384615;0.003;87.39421663264834;
DC0_VM1;1;75;4;7;0;0;0.0;0.003;0.001;0.0;4.615384615384615;0.003;83.18015988879155;
DC0_VM2;2;122;3;67;0;4;0.0;0.003;0.001;0.0;4.615384615384615;0.003;117.4056283882624;
DC0_VM0;0;59;2;2;0;0;0.0;0.003;0.001;0.0;4.615384615384615;0.003;82.12308638020622;
DC0_VM1;1;75;0;1;1;0;0.0;0.003;0.002;0.01;4.615384615384615;0.003;86.83498677518091;
DC0_VM2;2;112;0;4;0;2;0.0;0.003;0.001;0.0;4.615384615384615;0.003;119.79151755770076;
DC0_VM0;0;56;2;5;0;1;0.0;0.003;0.001;0.0;4.615384615384615;0.003;79.06686230327044;
DC0_VM1;1;75;1;3;1;0;0.0;0.003;0.002;0.01;4.615384615384615;0.003;91.44037139056552;
DC0_VM2;2;101;3;7;0;0;0.0;0.003;0.001;0.0;4.615384615384615;0.003;122.6770901115282;
DC0_VM0;0;59;2;2;0;1;0.0;0.003;0.001;0.0;4.615384615384615;0.003;80.11704776410706;
DC0_VM1;1;75;1;3;1;1;0.0;0.003;0.002;0.01;4.615384615384615;0.003;96.04575600595012;
DC0_VM2;2;117;0;5;0;4;0.0;0.003;0.001;0.0;4.615384615384615;0.003;126.36934471874257;
DC0_VM0;0;48;0;4;0;0;0.0;0.003;0.001;0.0;4.615384615384615;0.003;78.64988411335548;
DC0_VM1;1;99;0;4;0;3;0.0;0.003;0.001;0.0;4.615384615384615;0.003;89.52917549741875;
DC0_VM2;2;117;1;13;0;0;0.0;0.003;0.001;0.0;4.615384615384615;0.003;126.85855412453186;
DC0_VM0;0;65;0;16;0;7;0.0;0.003;0.001;0.0;4.615384615384615;0.003;83.21275331869302;
DC0_VM1;1;76;2;3;0;0;0.0;0.003;0.001;0.0;4.615384615384615;0.003;88.8430812017875;
DC0_VM2;2;122;3;67;0;5;0.0;0.003;0.001;0.0;4.615384615384615;0.003;130.66824141632412;
DC0_VM0;0;48;0;4;0;1;0.0;0.003;0.001;0.0;4.615384615384615;0.003;85.15158657551801;
DC0_VM1;1;99;1;2;0;0;0.0;0.003;0.001;0.0;4.615384615384615;0.003;75.32621713340981;
DC0_VM2;2;122;3;67;0;6;0.0;0.003;0.001;0.0;4.615384615384615;0.003;129.90790520737096;
DC0_VM0;0;65;0;16;0;8;0.0;0.003;0.001;0.0;4.615384615384615;0.003;87.31560798574225;
DC0_VM1;1;88;3;8;0;1;0.0;0.003;0.001;0.0;4.615384615384615;0.003;52.917779151270565;
DC0_VM2;2;101;3;7;0;1;0.0;0.003;0.001;0.0;4.615384615384615;0.003;131.37172323849364;
DC0_VM0;0;59;4;1;0;0;0.0;0.003;0.001;0.0;4.615384615384615;0.003;79.47630433323724;
DC0_VM1;1;93;3;17;0;0;0.0;0.003;0.001;0.0;4.615384615384615;0.003;45.57560293503795;
DC0_VM2;2;122;3;67;0;7;0.0;0.003;0.001;0.0;4.615384615384615;0.003;133.15450996500422;
DC0_VM0;0;65;0;16;0;9;0.0;0.003;0.001;0.0;4.615384615384615;0.003;83.10707719512737;
DC0_VM1;1;88;3;8;0;2;0.0;0.003;0.001;0.0;4.615384615384615;0.003;41.882721355859445;
DC0_VM2;2;105;1;9;0;2;0.0;0.003;0.001;0.0;4.615384615384615;0.003;136.96724276159972;
DC0_VM0;0;50;1;4;0;2;0.0;0.003;0.001;0.0;4.615384615384615;0.003;87.3061976323628;
DC0_VM1;1;88;3;8;0;3;0.0;0.003;0.001;0.0;4.615384615384615;0.003;42.68862990860555;
DC0_VM2;2;121;0;3;0;2;0.0;0.003;0.001;0.0;4.615384615384615;0.003;137.36597348425425;
DC0_VM0;0;59;6;2;0;0;0.0;0.003;0.001;0.0;4.615384615384615;0.003;91.10863585616238;
DC0_VM1;1;93;3;17;0;1;0.0;0.003;0.001;0.0;4.615384615384615;0.003;43.843991534925465;
DC0_VM2;2;112;0;4;0;3;0.0;0.003;0.001;0.0;4.615384615384615;0.003;133.87677622100315;
DC0_VM0;0;47;0;6;0;3;0.0;0.003;0.001;0.0;4.615384615384615;0.003;93.75996581190631;
DC0_VM1;1;88;3;8;0;4;0.0;0.003;0.001;0.0;4.615384615384615;0.003;38.36080726011295;
DC0_VM2;2;101;3;7;0;2;0.0;0.003;0.001;0.0;4.615384615384615;0.003;136.50440594110236;
DC0_VM0;0;56;2;5;0;2;0.0;0.003;0.001;0.0;4.615384615384615;0.003;98.10293948719828;
DC0_VM1;1;93;3;17;0;2;0.0;0.003;0.001;0.0;4.615384615384615;0.003;28.45822189430089;
DC0_VM2;2;100;1;1;0;0;0.0;0.003;0.001;0.0;4.615384615384615;0.003;135.40077466056894;
DC0_VM0;0;65;0;16;0;10;0.0;0.003;0.001;0.0;4.615384615384615;0.003;99.73342130999035;
DC0_VM1;1;93;3;17;0;3;0.0;0.003;0.001;0.0;4.615384615384615;0.003;26.828429076088952;
DC0_VM2;2;132;0;2;0;0;0.0;0.003;0.001;0.0;4.615384615384615;0.003;133.78616381259098;
DC0_VM0;0;59;6;2;0;1;0.0;0.003;0.001;0.0;4.615384615384615;0.003;103.66644467745974;
DC0_VM1;1;88;3;8;0;5;0.0;0.003;0.001;0.0;4.615384615384615;0.003;28.956036550153698;
DC0_VM2;2;101;3;7;0;3;0.0;0.003;0.001;0.0;4.615384615384615;0.003;138.39136997680984;
DC0_VM0;0;65;0;16;0;11;0.0;0.003;0.001;0.0;4.615384615384615;0.003;104.69625031221415;
DC0_VM1;1;88;3;8;0;6;0.0;0.003;0.001;0.0;4.615384615384615;0.003;19.057352179455933;
DC0_VM2;2;121;1;1;0;0;0.0;0.003;0.001;0.0;4.615384615384615;0.003;140.55070036445358;
DC0_VM0;0;47;0;6;0;4;0.0;0.003;0.001;0.0;4.615384615384615;0.003;107.08248162035287;
DC0_VM1;1;77;0;21;0;2;0.0;0.003;0.001;0.0;4.615384615384615;0.003;6.348093517749362;
DC0_VM2;2;132;0;2;0;1;0.0;0.003;0.001;0.0;4.615384615384615;0.003;142.37172212833087;
DC0_VM0;0;47;0;6;0;5;0.0;0.003;0.001;0.0;4.615384615384615;0.003;100.14227529960166;
DC0_VM1;1;77;0;21;1;1;0.0;0.003;0.002;0.01;4.615384615384615;0.003;8.756610798000906;
DC0_VM2;2;100;2;3;0;0;0.0;0.003;0.001;0.0;4.615384615384615;0.003;146.2492983601731;
DC0_VM0;0;50;1;4;0;3;0.0;0.003;0.001;0.0;4.615384615384615;0.003;98.82058960748071;
DC0_VM1;1;88;3;8;0;7;0.0;0.003;0.001;0.0;4.615384615384615;0.003;0.0;
DC0_VM2;2;132;1;5;0;0;0.0;0.003;0.001;0.0;4.615384615384615;0.003;149.09630644189787;
DC0_VM0;0;59;8;12;0;0;0.0;0.003;0.001;0.0;4.615384615384615;0.003;102.49829996495816;
DC0_VM2;2;101;3;7;0;4;0.0;0.003;0.001;0.0;4.615384615384615;0.003;153.3629678458542;
DC0_VM0;0;48;0;4;0;2;0.0;0.003;0.001;0.0;4.615384615384615;0.003;101.94724275551997;
DC0_VM1;1;93;3;17;0;4;0.0;0.003;0.001;0.0;4.615384615384615;0.003;0.0;
DC0_VM2;2;100;2;3;0;1;0.0;0.003;0.001;0.0;4.615384615384615;0.003;156.70937240982505;
DC0_VM0;0;59;8;12;0;1;0.0;0.003;0.001;0.0;4.615384615384615;0.003;105.3306547568184;
DC0_VM1;1;93;3;17;0;5;0.0;0.003;0.001;0.0;4.615384615384615;0.003;2.2193274844835855;
DC0_VM2;2;121;2;10;0;0;0.0;0.003;0.001;0.0;4.615384615384615;0.003;156.68180817909837;
DC0_VM0;0;47;1;21;0;0;0.0;0.003;0.001;0.0;4.615384615384615;0.003;109.06780833953422;
DC0_VM1;1;88;4;1;0;0;0.0;0.003;0.001;0.0;4.615384615384615;0.003;6.32629200468989;
DC0_VM2;2;121;2;10;0;1;0.0;0.003;0.001;0.0;4.615384615384615;0.003;156.81573395365294;
DC0_VM0;0;35;1;2;0;0;0.0;0.003;0.001;0.0;4.615384615384615;0.003;101.16763375367793;
DC0_VM1;1;77;0;21;0;3;0.0;0.003;0.001;0.0;4.615384615384615;0.003;10.044276109875;
DC0_VM2;2;121;2;10;0;2;0.0;0.003;0.001;0.0;4.615384615384615;0.003;151.388966044399;
DC0_VM0;0;50;2;6;0;0;0.0;0.003;0.001;0.0;4.615384615384615;0.003;83.17491919712185;
DC0_VM2;2;100;2;3;0;2;0.0;0.003;0.001;0.0;4.615384615384615;0.003;146.18161274734203;
DC0_VM0;0;35;1;2;0;1;0.0;0.003;0.001;0.0;4.615384615384615;0.003;86.90836559589039;
DC0_VM1;1;88;5;1;0;0;0.0;0.003;0.001;0.0;4.615384615384615;0.003;0.0;
DC0_VM2;2;121;2;10;0;3;0.0;0.003;0.001;0.0;4.615384615384615;0.003;146.92912550771368;
DC0_VM0;0;47;1;21;0;1;0.0;0.003;0.001;0.0;4.615384615384615;0.003;89.09625382600828;
DC0_VM1;1;93;3;17;0;6;0.0;0.003;0.001;0.0;4.615384615384615;0.003;1.2933066819686587;
DC0_VM2;2;105;1;9;0;3;0.0;0.003;0.001;0.0;4.615384615384615;0.003;146.57912191010433;
DC0_VM0;0;48;0;4;0;3;0.0;0.003;0.001;0.0;4.615384615384615;0.003;90.40433513686165;
DC0_VM1;1;94;1;2;0;0;0.0;0.003;0.001;0.0;4.615384615384615;0.003;0.48530371121847793;
DC0_VM2;2;132;1;5;0;1;0.0;0.003;0.001;0.0;4.615384615384615;0.003;145.32567988547365;
DC0_VM0;0;35;2;1;0;0;0.0;0.003;0.001;0.0;4.615384615384615;0.003;85.60185800758859;
DC0_VM1;1;93;3;17;0;7;0.0;0.003;0.001;0.0;4.615384615384615;0.003;4.416412441422779;
DC0_VM2;2;121;2;10;0;4;0.0;0.003;0.001;0.0;4.615384615384615;0.003;139.4107175793386;
DC0_VM0;0;35;3;2;0;0;0.0;0.003;0.001;0.0;4.615384615384615;0.003;86.10309813050341;
DC0_VM1;1;77;0;21;0;4;0.0;0.003;0.001;0.0;4.615384615384615;0.003;6.921250609907361;
DC0_VM2;2;132;1;5;0;2;0.0;0.003;0.001;0.0;4.615384615384615;0.003;142.46360754882613;
DC0_VM0;0;48;1;17;0;0;0.0;0.003;0.001;0.0;4.615384615384615;0.003;88.01830408985936;
DC0_VM2;2;112;1;2;0;0;0.0;0.003;0.001;0.0;4.615384615384615;0.003;147.06945364319373;
DC0_VM0;0;48;1;17;0;1;0.0;0.003;0.001;0.0;4.615384615384615;0.003;91.41442904304802;
DC0_VM2;2;132;1;5;0;3;0.0;0.003;0.001;0.0;4.615384615384615;0.003;146.37294677901593;
DC0_VM0;0;50;2;6;0;1;0.0;0.003;0.001;0.0;4.615384615384615;0.003;84.11938561478524;
DC0_VM2;2;105;1;9;0;4;0.0;0.003;0.001;0.0;4.615384615384615;0.003;148.69000019592934;
DC0_VM0;0;48;1;17;0;2;0.0;0.003;0.001;0.0;4.615384615384615;0.003;88.23011085795832;
DC0_VM2;2;105;1;9;0;5;0.0;0.003;0.001;0.0;4.615384615384615;0.003;127.4710527336182;
DC0_VM0;0;56;2;5;0;3;0.0;0.003;0.001;0.0;4.615384615384615;0.003;85.32465682142157;
DC0_VM1;1;77;0;21;0;5;0.0;0.003;0.001;0.0;4.615384615384615;0.003;0.0;
DC0_VM2;2;101;3;7;0;5;0.0;0.003;0.001;0.0;4.615384615384615;0.003;116.2709259438247;
DC0_VM0;0;50;2;6;0;2;0.0;0.003;0.001;0.0;4.615384615384615;0.003;88.28104498353827;
DC0_VM2;2;100;3;7;0;0;0.0;0.003;0.001;0.0;4.615384615384615;0.003;108.80704082365853;
DC0_VM0;0;35;3;2;0;1;0.0;0.003;0.001;0.0;4.615384615384615;0.003;89.76429870210814;
DC0_VM1;1;88;6;4;0;0;0.0;0.003;0.001;0.0;4.615384615384615;0.003;0.0;
DC0_VM2;2;101;3;7;0;6;0.0;0.003;0.001;0.0;4.615384615384615;0.003;111.11855526014551;
DC0_VM0;0;35;5;1;0;0;0.0;0.003;0.001;0.0;4.615384615384615;0.003;79.96684950043311;
DC0_VM1;1;77;0;21;0;6;0.0;0.003;0.001;0.0;4.615384615384615;0.003;4.0698056343699704;
DC0_VM2;2;105;1;9;0;6;0.0;0.003;0.001;0.0;4.615384615384615;0.003;106.74456932141362;
DC0_VM0;0;50;2;6;0;3;0.0;0.003;0.001;0.0;4.615384615384615;0.003;82.45177847962015;
DC0_VM1;1;77;0;21;0;7;0.0;0.003;0.001;0.0;4.615384615384615;0.003;2.6225248145344153;
DC0_VM2;2;132;1;5;0;4;0.0;0.003;0.001;0.0;4.615384615384615;0.003;108.80654310181603;
DC0_VM0;0;56;2;5;0;4;0.0;0.003;0.001;0.0;4.615384615384615;0.003;76.03151446261643;
DC0_VM1;1;94;1;2;0;1;0.0;0.003;0.001;0.0;4.615384615384615;0.003;5.081372154261942;
DC0_VM2;2;101;5;1;0;0;0.0;0.003;0.001;0.0;4.615384615384615;0.003;112.31730544119023;
DC0_VM0;0;59;8;12;0;2;0.0;0.003;0.001;0.0;4.615384615384615;0.003;75.28078026990676;
DC0_VM1;1;99;1;2;0;1;0.0;0.003;0.001;0.0;4.615384615384615;0.003;7.987237442988203;
DC0_VM2;2;117;1;13;0;1;0.0;0.003;0.001;0.0;4.615384615384615;0.003;111.31864118784233;
DC0_VM0;0;50;2;6;0;4;0.0;0.003;0.001;0.0;4.615384615384615;0.003;74.94109509060871;
DC0_VM2;2;100;3;7;0;1;0.0;0.003;0.001;0.0;4.615384615384615;0.003;99.16610547300064;
DC0_VM0;0;50;2;6;0;5;0.0;0.003;0.001;0.0;4.615384615384615;0.003;73.41137744421923;
DC0_VM2;2;101;6;1;0;0;0.0;0.003;0.001;0.0;4.615384615384615;0.003;103.3977327377034;
DC0_VM0;0;35;6;9;0;0;0.0;0.003;0.001;0.0;4.615384615384615;0.003;70.16877468112017;
DC0_VM2;2;117;1;13;0;2;0.0;0.003;0.001;0.0;4.615384615384615;0.003;101.62413829589502;
DC0_VM0;0;59;8;12;0;3;0.0;0.003;0.001;0.0;4.615384615384615;0.003;74.75133208435022;
DC0_VM1;1;88;6;4;0;1;0.0;0.003;0.001;0.0;4.615384615384615;0.003;0.0;
DC0_VM2;2;132;2;1;0;0;0.0;0.003;0.001;0.0;4.615384615384615;0.003;99.62608563869281;
DC0_VM0;0;50;3;28;0;0;0.0;0.003;0.001;0.0;4.615384615384615;0.003;71.61551672172828;
DC0_VM1;1;99;2;19;0;0;0.0;0.003;0.001;0.0;4.615384615384615;0.003;1.3667890105974152;
DC0_VM2;2;105;1;9;0;7;0.0;0.003;0.001;0.0;4.615384615384615;0.003;100.84775711200473;
DC0_VM0;0;65;0;16;0;12;0.0;0.003;0.001;0.0;4.615384615384615;0.003;67.08190682082903;
DC0_VM2;2;100;3;7;0;2;0.0;0.003;0.001;0.0;4.615384615384615;0.003;104.55760322342974;
DC0_VM0;0;48;1;17;0;3;0.0;0.003;0.001;0.0;4.615384615384615;0.003;68.50672131566546;
DC0_VM1;1;88;6;4;0;2;0.0;0.003;0.001;0.0;4.615384615384615;0.003;0.0;
DC0_VM2;2;132;3;2;0;0;0.0;0.003;0.001;0.0;4.615384615384615;0.003;99.18625587042646;
DC0_VM0;0;65;0;16;0;13;0.0;0.003;0.001;0.0;4.615384615384615;0.003;72.66685430749828;
DC0_VM1;1;94;2;2;0;0;0.0;0.003;0.001;0.0;4.615384615384615;0.003;1.0418821389292816;
DC0_VM2;2;132;3;2;0;1;0.0;0.003;0.001;0.0;4.615384615384615;0.003;96.8357789700733;
DC0_VM0;0;62;2;30;0;6;0.0;0.003;0.001;0.0;4.615384615384615;0.003;72.23701125792445;
DC0_VM1;1;99;2;19;0;1;0.0;0.003;0.001;0.0;4.615384615384615;0.003;0.0;
DC0_VM2;2;101;7;1;0;0;0.0;0.003;0.001;0.0;4.615384615384615;0.003;89.72892703104276;
DC0_VM0;0;62;2;30;1;4;0.0;0.003;0.002;0.01;4.615384615384615;0.003;76.2912304174584;
DC0_VM2;2;132;4;4;0;0;0.0;0.003;0.001;0.0;4.615384615384615;0.003;88.21920424276283;
DC0_VM0;0;62;2;30;1;5;0.0;0.003;0.002;0.01;4.615384615384615;0.003;80.89661503284304;
DC0_VM1;1;94;2;2;0;1;0.0;0.003;0.001;0.0;4.615384615384615;0.003;0.0;
DC0_VM2;2;101;8;3;0;0;0.0;0.003;0.001;0.0;4.615384615384615;0.003;72.5008247671422;
DC0_VM0;0;56;3;2;0;0;0.0;0.003;0.001;0.0;4.615384615384615;0.003;83.36898446043324;
DC0_VM1;1;88;6;4;0;3;0.0;0.003;0.001;0.0;4.615384615384615;0.003;4.009015357304065;
DC0_VM2;2;100;3;7;0;3;0.0;0.003;0.001;0.0;4.615384615384615;0.003;49.095394962783075;
DC0_VM0;0;47;1;21;0;2;0.0;0.003;0.001;0.0;4.615384615384615;0.003;86.68789397733491;
DC0_VM1;1;94;3;19;0;0;0.0;0.003;0.001;0.0;4.615384615384615;0.003;0.0;
DC0_VM2;2;100;3;7;0;4;0.0;0.003;0.001;0.0;4.615384615384615;0.003;47.51637668958648;
DC0_VM0;0;48;1;17;0;4;0.0;0.003;0.001;0.0;4.615384615384615;0.003;89.7736294422001;
DC0_VM1;1;93;3;17;0;8;0.0;0.003;0.001;0.0;4.615384615384615;0.003;0.3972705423665843;
DC0_VM2;2;105;1;9;0;8;0.0;0.003;0.001;0.0;4.615384615384615;0.003;49.29559858465001;
DC0_VM0;0;50;3;28;0;1;0.0;0.003;0.001;0.0;4.615384615384615;0.003;93.60153851210367;
DC0_VM1;1;93;3;17;0;9;0.0;0.003;0.001;0.0;4.615384615384615;0.003;0.0;
DC0_VM2;2;101;8;3;0;1;0.0;0.003;0.001;0.0;4.615384615384615;0.003;46.33827754026447;
DC0_VM0;0;62;2;30;0;7;0.0;0.003;0.001;0.0;4.615384615384615;0.003;98.10366567354981;
DC0_VM1;1;94;3;19;0;1;0.0;0.003;0.001;0.0;4.615384615384615;0.003;4.1014846694653215;
DC0_VM2;2;101;8;3;0;2;0.0;0.003;0.001;0.0;4.615384615384615;0.003;49.149121111571276;
DC0_VM0;0;48;1;17;0;5;0.0;0.003;0.001;0.0;4.615384615384615;0.003;97.71723328700057;
DC0_VM1;1;88;7;37;0;0;0.0;0.003;0.001;0.0;4.615384615384615;0.003;3.7872544902322147;
DC0_VM2;2;105;2;2;0;0;0.0;0.003;0.001;0.0;4.615384615384615;0.003;52.18714919310122;
DC0_VM0;0;56;3;2;0;1;0.0;0.003;0.001;0.0;4.615384615384615;0.003;98.38595097351384;
DC0_VM1;1;77;0;21;0;8;0.0;0.003;0.001;0.0;4.615384615384615;0.003;5.36816108898779;
DC0_VM2;2;100;3;7;0;5;0.0;0.003;0.001;0.0;4.615384615384615;0.003;55.42741041241419;
DC0_VM0;0;47;1;21;0;3;0.0;0.003;0.001;0.0;4.615384615384615;0.003;96.11275555595728;
DC0_VM1;1;94;3;19;0;2;0.0;0.003;0.001;0.0;4.615384615384615;0.003;8.208757087906633;
DC0_VM2;2;101;9;1;0;0;0.0;0.003;0.001;0.0;4.615384615384615;0.003;55.4530737456754;
DC0_VM0;0;56;5;1;0;0;0.0;0.003;0.001;0.0;4.615384615384615;0.003;96.3686228172864;
DC0_VM1;1;93;3;17;0;10;0.0;0.003;0.001;0.0;4.615384615384615;0.003;7.52676862644239;
DC0_VM2;2;121;2;10;0;5;0.0;0.003;0.001;0.0;4.615384615384615;0.003;59.98773331547471;
DC0_VM0;0;47;1;21;0;4;0.0;0.003;0.001;0.0;4.615384615384615;0.003;90.72384664836989;
DC0_VM1;1;94;3;19;0;3;0.0;0.003;0.001;0.0;4.615384615384615;0.003;8.9824231581444;
DC0_VM2;2;132;4;4;0;1;0.0;0.003;0.001;0.0;4.615384615384615;0.003;61.26500981671501;
DC0_VM0;0;56;6;4;0;0;0.0;0.003;0.001;0.0;4.615384615384615;0.003;82.9823127625682;
DC0_VM1;1;94;3;19;0;4;0.0;0.003;0.001;0.0;4.615384615384615;0.003;10.75637372246581;
DC0_VM2;2;100;3;7;0;6;0.0;0.003;0.001;0.0;4.615384615384615;0.003;65.13764751595608;
