REJECTED_BY;PROCESSED_BY;SERVICE;USER;SESSION;SESSION_SIZE;MIGRATED;PACKET_NBR;RADIO;NETWORK_UPLINK;DISPATCH;MIGRATE;PROCESS;NETWORK_DOWNLINK;QUEUE;
;DC0_VM0;0;57;1;17;0;2;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;63;1;7;0;4;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;79;1;2;0;1;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;63;1;7;0;5;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;63;1;7;0;6;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;79;3;1;0;0;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;64;2;18;0;12;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;64;2;18;1;4;0.0;0.003;0.002;0.01;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;64;2;18;1;5;0.0;0.003;0.002;0.01;0.3846153846153846;0.003;0.3746153846153959;
;DC0_VM0;0;64;2;18;1;6;0.0;0.003;0.002;0.01;0.3846153846153846;0.003;0.7492307692307918;
;DC0_VM0;0;64;2;18;1;7;0.0;0.003;0.002;0.01;0.3846153846153846;0.003;1.1238461538461877;
;DC0_VM0;0;64;2;18;1;8;0.0;0.003;0.002;0.01;0.3846153846153846;0.003;1.4984615384615836;
;DC0_VM0;0;64;2;18;1;9;0.0;0.003;0.002;0.01;0.3846153846153846;0.003;1.8730769230769795;
;DC0_VM0;0;64;2;18;1;10;0.0;0.003;0.002;0.01;0.3846153846153846;0.003;2.2476923076923754;
;DC0_VM0;0;64;2;18;1;11;0.0;0.003;0.002;0.01;0.3846153846153846;0.003;2.6223076923077713;
;DC0_VM0;0;63;2;6;0;0;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;57;1;17;0;3;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;63;2;6;0;1;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;63;2;6;0;2;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;79;4;6;0;0;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;79;4;6;0;1;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;79;4;6;0;2;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;57;1;17;0;4;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;63;2;6;0;3;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.13857861961594153;
;DC0_VM0;0;79;4;6;0;3;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;63;2;6;0;4;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;57;1;17;0;5;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;79;4;6;0;4;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;63;2;6;0;5;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;57;1;17;0;6;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;63;3;14;0;0;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;63;3;14;0;1;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;79;4;6;0;5;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;63;3;14;0;2;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;79;6;7;0;0;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;63;3;14;0;3;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;57;1;17;0;7;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;64;2;18;0;13;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;63;3;14;0;4;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;63;3;14;0;5;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;63;3;14;0;6;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;57;1;17;0;8;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;64;2;18;0;14;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;57;1;17;0;9;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;63;3;14;0;7;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;64;2;18;0;15;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;57;1;17;0;10;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;63;3;14;0;8;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;60;9;4;0;3;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;64;2;18;0;16;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;60;10;1;0;0;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;79;6;7;0;2;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;79;6;7;0;3;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;64;2;18;0;17;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;64;3;2;0;0;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;79;6;7;0;4;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;79;6;7;0;5;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;64;3;2;0;1;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;79;6;7;0;6;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;79;7;1;0;0;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;64;4;5;0;0;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;63;3;14;0;9;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;64;4;5;0;1;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;64;4;5;0;2;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;64;4;5;0;3;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;60;11;3;0;0;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;60;11;3;0;1;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;79;8;5;0;0;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;64;4;5;0;4;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.024860682905682552;
;DC0_VM0;0;60;11;3;0;2;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;63;3;14;0;10;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;63;3;14;0;11;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;60;12;1;0;0;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;63;3;14;0;12;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;64;5;8;0;0;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;63;3;14;0;13;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;79;8;5;0;1;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;64;5;8;0;1;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;63;4;2;0;0;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;79;8;5;0;2;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;79;8;5;0;3;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;79;8;5;0;4;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;63;4;2;0;1;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;63;5;4;0;0;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;79;9;2;0;0;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;60;13;6;0;0;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;64;5;8;0;2;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;79;9;2;0;1;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;79;10;3;0;0;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;79;10;3;0;1;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;64;5;8;0;3;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;60;13;6;0;1;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;64;5;8;0;4;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;60;13;6;0;2;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;60;13;6;0;3;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;60;13;6;0;4;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;79;10;3;0;2;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;64;5;8;0;5;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;63;5;4;0;1;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;63;5;4;0;2;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;60;13;6;0;5;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;63;5;4;0;3;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;64;5;8;0;6;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;60;14;2;0;0;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;60;14;2;0;1;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;60;16;1;0;0;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;63;6;2;0;0;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;60;17;4;0;0;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;60;17;4;0;1;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;64;5;8;0;7;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;63;6;2;0;1;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;63;7;1;0;0;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;63;8;2;0;0;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;63;8;2;0;1;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;60;17;4;0;2;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;64;6;8;0;0;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;60;17;4;0;3;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;79;11;9;0;0;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.17348047708719605;
;DC0_VM0;0;63;9;1;0;0;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;64;6;8;0;1;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;79;11;9;0;1;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;63;11;1;0;0;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;79;11;9;0;2;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;60;18;1;0;0;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;60;20;5;0;0;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;60;20;5;0;1;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;64;6;8;0;2;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;79;11;9;0;3;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;60;20;5;0;2;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;64;6;8;0;3;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;64;6;8;0;4;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;60;20;5;0;3;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;79;11;9;0;4;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;60;20;5;0;4;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;60;21;4;0;0;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;79;11;9;0;5;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;60;21;4;0;1;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;64;6;8;0;5;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;79;11;9;0;6;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;64;6;8;0;6;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;64;6;8;0;7;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;64;7;1;0;0;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;60;21;4;0;2;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;64;8;6;0;0;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;63;12;1;0;0;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;64;8;6;0;1;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;60;21;4;0;3;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;63;13;5;0;0;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;79;11;9;0;7;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;79;11;9;0;8;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;60;22;5;0;0;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;79;12;1;0;0;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;79;14;17;0;0;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;64;8;6;0;2;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;60;22;5;0;1;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;79;14;17;0;1;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;63;13;5;0;1;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;60;22;5;0;2;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;79;14;17;0;2;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;64;8;6;0;3;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;79;14;17;0;3;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;63;13;5;0;2;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;63;13;5;0;3;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;64;8;6;0;4;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;63;13;5;0;4;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;63;14;4;0;0;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;79;14;17;0;4;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;63;14;4;0;1;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;79;14;17;0;5;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;64;8;6;0;5;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;79;14;17;0;6;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;64;9;4;0;0;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;79;14;17;0;7;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;64;9;4;0;1;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;79;14;17;0;8;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;79;14;17;0;9;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;79;14;17;0;10;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;79;14;17;0;11;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;63;14;4;0;2;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;79;14;17;0;12;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;79;14;17;0;13;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;60;25;10;0;0;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;63;14;4;0;3;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.051984761338871976;
;DC0_VM0;0;79;14;17;0;14;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;79;14;17;0;15;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;60;25;10;0;1;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;79;14;17;0;16;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;79;16;3;0;0;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;63;15;4;0;0;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;63;15;4;0;1;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;60;25;10;0;2;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;79;16;3;0;1;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;60;25;10;0;3;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;64;9;4;0;2;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;79;16;3;0;2;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;63;15;4;0;2;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;79;17;1;0;0;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;63;15;4;0;3;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;64;9;4;0;3;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;63;16;1;0;0;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;64;12;1;0;0;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.04207880561853017;
;DC0_VM0;0;79;18;7;0;0;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;79;18;7;0;1;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;63;17;2;0;0;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;63;17;2;0;1;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;79;18;7;0;2;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;64;13;2;0;0;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;63;18;2;0;0;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;79;18;7;0;3;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;64;13;2;0;1;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;63;18;2;0;1;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;79;18;7;0;4;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;64;15;2;0;0;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;64;15;2;0;1;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;63;19;3;0;0;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0699002278433909;
;DC0_VM0;0;79;18;7;0;5;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;64;16;14;0;0;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;64;16;14;0;1;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;79;18;7;0;6;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;64;16;14;0;2;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;79;19;1;0;0;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;63;19;3;0;1;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
;DC0_VM0;0;79;20;2;0;0;0.0;0.003;0.001;0.0;0.3846153846153846;0.003;0.0;
