RBS;Occupancy;Time 
RBS_0;4;5.794318525007916
RBS_0;4;10.4448506571434
RBS_0;4;25.081794081329722
RBS_0;4;47.83530408823835
RBS_0;4;75.11230869366642
RBS_0;4;88.70949774319443
RBS_0;4;94.75900577208562
RBS_0;4;95.86534244832148
RBS_0;3;104.53277447475509
RBS_0;3;198.80917696747886
RBS_0;5;202.88311711722628
RBS_0;5;209.53325894698165
RBS_0;5;211.81483419233604
RBS_0;5;216.7592432805548
RBS_0;5;225.21082340237834
RBS_0;5;236.6465578615406
RBS_0;5;240.27784711719377
RBS_0;5;240.35724311272293
RBS_0;5;242.89234976046373
RBS_0;5;245.55315642906098
RBS_0;5;262.39268720247696
RBS_0;5;267.4907526140975
RBS_0;5;288.4251338942062
RBS_0;5;290.28442786040483
RBS_0;5;299.9020781204152
RBS_0;4;301.1223588264284
RBS_0;4;311.57501838426134
RBS_0;4;321.32305862573224
RBS_0;4;361.7169650398542
RBS_0;4;369.134337258426
RBS_0;4;387.02547665446036
RBS_0;4;387.618568838085
RBS_0;4;395.139480966053
RBS_0;4;399.1137656617291
RBS_0;4;399.22898339183604
RBS_0;4;409.7953238838826
RBS_0;4;417.18063035801504
RBS_0;4;421.60136068320725
RBS_0;4;422.3561319811438
RBS_0;4;423.80388193928013
RBS_0;4;427.36137818638593
RBS_0;4;429.63459719917887
RBS_0;4;431.81764998975814
RBS_0;4;433.67789329436636
RBS_0;4;444.37390674565717
RBS_0;4;485.69926284275647
RBS_0;4;488.15210186290363
RBS_0;4;495.4792702383283
RBS_0;4;521.6276349883711
RBS_0;4;524.8975628085636
RBS_0;4;532.0184420685769
RBS_0;4;539.3847578715345
RBS_0;4;539.6996472747969
RBS_0;4;551.4464707361792
RBS_0;4;553.0444777200937
RBS_0;4;595.970170901271
RBS_0;4;667.8717579122958
RBS_0;4;690.8803897379557
RBS_0;4;691.2618530733121
RBS_0;4;698.4456643587321
RBS_0;5;701.8924892909386
RBS_0;5;713.0227506934918
RBS_0;5;723.9684258538736
RBS_0;5;725.291751799391
RBS_0;5;728.2703597907171
RBS_0;5;728.6035742301426
RBS_0;5;739.7260866898968
RBS_0;5;745.1399049793486
RBS_0;5;745.4536540725642
RBS_0;5;757.9658500570698
RBS_0;5;764.006806195709
RBS_0;5;766.1961350059464
RBS_0;5;772.0137131605504
RBS_0;5;780.682664079441
RBS_0;5;796.0586579347366
RBS_0;5;796.8797959110263
RBS_0;4;802.1079586007319
RBS_0;4;810.6405228883614
RBS_0;4;812.4986950886887
RBS_0;4;816.2325954495946
RBS_0;4;826.3672654278225
RBS_0;4;826.5941333960908
RBS_0;4;875.0709546897026
RBS_0;4;880.7473193306229
RBS_0;4;891.5511049312612
RBS_0;4;897.8955164811716
RBS_0;4;903.7895032911621
RBS_0;4;923.8105544677495
RBS_0;4;929.8560002489894
RBS_0;4;933.784725833823
RBS_0;4;940.9698139635817
RBS_0;4;949.8538289508095
RBS_0;4;950.0884275605123
RBS_0;4;977.9865272467093
RBS_0;4;987.0363914148885
RBS_0;4;990.0726204005525
RBS_0;4;991.3550140916508
RBS_0;4;1016.2473793552577
RBS_0;4;1024.0454127099326
RBS_0;4;1029.0092531719256
RBS_0;4;1038.4505933067521
RBS_0;4;1055.2178298737415
RBS_0;4;1057.2715920755325
RBS_0;4;1059.821137766814
RBS_0;4;1094.1553961291747
RBS_0;5;1101.489114876535
RBS_0;5;1108.8292477535047
RBS_0;5;1114.6520692139056
RBS_0;5;1124.6815431621174
RBS_0;5;1131.2829698263765
RBS_0;5;1148.7742050630068
RBS_0;5;1149.7465285922822
RBS_0;5;1157.0599009184136
RBS_0;5;1157.080627321898
RBS_0;5;1158.7598685113087
RBS_0;5;1171.799078141451
RBS_0;5;1179.1713360786528
RBS_0;5;1180.5631835262202
RBS_0;5;1183.7780500357046
RBS_0;5;1189.5306451427937
RBS_0;5;1189.6381730350954
RBS_0;5;1190.1320676865441
RBS_0;4;1208.775943191724
RBS_0;4;1210.4643972434924
RBS_0;4;1228.9529263277993
RBS_0;4;1231.3699786230457
RBS_0;4;1232.6086514796402
RBS_0;4;1234.4788366562393
RBS_0;4;1249.3577526830281
RBS_0;4;1251.3149456767032
RBS_0;4;1261.8796821761307
RBS_0;4;1269.9486966027753
RBS_0;4;1272.0896181772948
RBS_0;4;1288.2100217870964
RBS_0;4;1315.3853844231535
RBS_0;4;1323.4672698409547
RBS_0;4;1326.082486248718
RBS_0;4;1334.6414689569697
RBS_0;4;1338.2410939434706
