RBS;Occupancy;Time 
RBS_0;0;-1.0
RBS_1;0;-1.0
RBS_2;0;-1.0
RBS_3;0;-1.0
RBS_4;1;1607.9535059977352
RBS_4;1;1630.1001918325915
RBS_4;1;1680.1672823142092
RBS_4;0;1722.2378410383687
RBS_4;1;1905.7205804542255
RBS_4;1;1931.5223116069965
RBS_4;0;2011.794127784597
RBS_4;0;-1.0
RBS_5;1;1722.2378410383687
RBS_5;1;1734.1664617791969
RBS_5;1;1763.2124123363924
RBS_5;1;1835.5685111582993
RBS_5;1;1895.8832720966036
RBS_5;0;1905.7205804542255
RBS_5;1;2286.807821627748
RBS_5;0;2303.643074306027
RBS_5;1;2502.146351454018
RBS_5;1;2518.061808923581
RBS_5;1;2525.2079664303906
RBS_5;1;2542.5368160146418
RBS_5;1;2553.8106805612674
RBS_5;0;2643.080965134398
RBS_5;1;2731.3019738099724
RBS_5;1;2758.2092755928934
RBS_5;1;2794.771124831128
RBS_5;0;2806.665596765216
RBS_5;1;3618.6637305111217
RBS_5;1;3667.9003757853675
RBS_5;1;3691.635761817339
RBS_5;0;3777.2475531897094
RBS_5;1;4302.2188487180065
RBS_5;1;4343.158938266405
RBS_5;1;4381.936333401116
RBS_5;0;4446.3869491003325
RBS_5;1;4521.017027497203
RBS_5;1;4570.494668669863
RBS_5;1;4586.127546069161
RBS_5;0;4642.085994002882
RBS_5;1;4714.4200196233105
RBS_5;1;4767.791486191999
RBS_5;1;4780.9381444377
RBS_5;1;4786.319960684537
RBS_5;1;4808.288357932347
RBS_5;1;4832.020311164022
RBS_5;1;4865.305259609127
RBS_5;1;4875.289229169184
RBS_5;1;4897.783596691008
RBS_5;1;4911.922474518252
RBS_5;1;4969.480064477213
RBS_5;1;-1.0
RBS_6;0;-1.0
RBS_7;0;-1.0
RBS_8;1;22.77994669205375
RBS_8;1;36.31598414616757
RBS_8;1;339.0777999434177
RBS_8;1;347.5964832945907
RBS_8;1;374.4863917597131
RBS_8;1;392.35548437792744
RBS_8;1;408.7148768535837
RBS_8;1;417.77486004325516
RBS_8;1;435.5249701484882
RBS_8;1;448.4850560180978
RBS_8;1;463.7389385504233
RBS_8;1;512.3767121645503
RBS_8;1;516.7669978405681
RBS_8;1;525.6515134407017
RBS_8;1;567.1998624299038
RBS_8;1;607.7438902944841
RBS_8;1;704.4925365284581
RBS_8;1;725.7751894621967
RBS_8;1;741.3173409935418
RBS_8;1;748.7230221162238
RBS_8;1;763.4845748177488
RBS_8;1;771.9000137120423
RBS_8;1;910.8829990849043
RBS_8;1;1138.8480288649405
RBS_8;1;1143.88901346269
RBS_8;1;1149.646979882159
RBS_8;1;1155.4647552956062
RBS_8;1;1162.119507943901
RBS_8;1;1195.362614636679
RBS_8;1;1233.6867012216273
RBS_8;1;1237.9770777531976
RBS_8;1;1284.006998374552
RBS_8;1;1289.4339670800514
RBS_8;1;1290.0314177069051
RBS_8;0;1300.9608848255339
RBS_8;1;1412.247316823034
RBS_8;1;1425.4187811668135
RBS_8;1;1435.7847348626933
RBS_8;1;1472.0866254189298
RBS_8;1;1479.5341257283728
RBS_8;1;1511.8045729996284
RBS_8;1;1570.6755311548884
RBS_8;1;1576.0527136893595
RBS_8;1;1589.4145443054522
RBS_8;0;1607.9535059977352
RBS_8;0;-1.0
RBS_9;1;1300.9608848255339
RBS_9;1;1333.6997004699672
RBS_9;1;1356.2906273285557
RBS_9;1;1366.757814173387
RBS_9;1;1375.864751499665
RBS_9;1;1391.2311407946765
RBS_9;0;1412.247316823034
RBS_9;1;2011.794127784597
RBS_9;0;2286.807821627748
RBS_9;1;2303.643074306027
RBS_9;1;2332.46708944991
RBS_9;1;2350.929686755135
RBS_9;1;2371.0584934538056
RBS_9;0;2502.146351454018
RBS_9;1;2643.080965134398
RBS_9;1;2649.024218320878
RBS_9;1;2665.799812617455
RBS_9;1;2682.8642489291656
RBS_9;1;2686.383623613716
RBS_9;0;2732.3019738099724
RBS_9;1;2806.665596765216
RBS_9;1;2814.8827475831117
RBS_9;1;2830.0113580888774
RBS_9;1;2884.3961357459716
RBS_9;1;2901.6399308765053
RBS_9;1;2950.148176463438
RBS_9;1;3050.875369193321
RBS_9;1;3094.63386889233
RBS_9;1;3139.784557037488
RBS_9;1;3202.013159492933
RBS_9;1;3218.7051325216257
RBS_9;1;3254.3111306377
RBS_9;1;3260.0747487383683
RBS_9;1;3517.8918692800544
RBS_9;1;3548.3763478782435
RBS_9;1;3570.890659777864
RBS_9;0;3618.6637305111217
RBS_9;1;3777.2475531897094
RBS_9;1;3780.65966811624
RBS_9;1;3801.605261812538
RBS_9;1;3837.6237575714385
RBS_9;1;3865.733544162517
RBS_9;1;3878.8532046979535
RBS_9;1;3887.552428925307
RBS_9;1;3928.457413484737
RBS_9;1;3953.8972183739857
RBS_9;1;4024.280131444491
RBS_9;1;4047.688856792081
RBS_9;1;4051.6065467400763
RBS_9;1;4077.4812142404617
RBS_9;1;4118.29631355518
RBS_9;1;4176.034937905059
RBS_9;1;4201.584245770795
RBS_9;1;4261.630861774491
RBS_9;1;4278.809136867881
RBS_9;1;4294.640740072673
RBS_9;0;4302.2188487180065
RBS_9;1;4446.3869491003325
RBS_9;1;4459.178832575256
RBS_9;1;4468.130007203152
RBS_9;1;4485.399456002214
RBS_9;0;4521.017027497203
RBS_9;1;4642.085994002882
RBS_9;0;4714.4200196233105
RBS_9;0;-1.0
RBS_10;0;-1.0
RBS_11;0;-1.0
RBS_12;0;-1.0
RBS_13;0;-1.0
RBS_14;0;-1.0
RBS_15;0;-1.0
