SERVICE;USER;SESSION;SESSION_SIZE;MIGRATED;PACKET_NBR;RADIO;NETWORK_UPLINK;DISPATCH;MIGRATE;PROCESS;NETWORK_DOWNLINK;QUEUE;
0;50;0;1;0;0;0.0;0.003;0.001;0.0;5.0;0.003;82.0;
0;50;1;3;0;0;0.0;0.003;0.001;0.0;5.0;0.003;68.88940390465736;
0;50;1;3;0;1;0.0;0.003;0.001;0.0;5.0;0.003;59.38826411315272;
0;50;1;3;0;2;0.0;0.003;0.001;0.0;5.0;0.003;61.83047358815356;
0;50;2;1;0;0;0.0;0.003;0.001;0.0;5.0;0.003;12.525555468618563;
0;50;3;6;0;0;0.0;0.003;0.001;0.0;5.0;0.003;84.04660750408053;
0;50;3;6;0;1;0.0;0.003;0.001;0.0;5.0;0.003;23.81070802716627;
0;50;3;6;0;2;0.0;0.003;0.001;0.0;5.0;0.003;24.67226746351139;
0;50;3;6;0;3;0.0;0.003;0.001;0.0;5.0;0.003;16.61377989151123;
0;50;3;6;0;4;0.0;0.003;0.001;0.0;5.0;0.003;0.0;
0;50;3;6;0;5;0.0;0.003;0.001;0.0;5.0;0.003;0.0;
0;50;5;4;0;0;0.0;0.003;0.001;0.0;5.0;0.003;82.0;
0;50;5;4;0;1;0.0;0.003;0.001;0.0;5.0;0.003;77.01958677720188;
0;50;5;4;0;2;0.0;0.003;0.001;0.0;5.0;0.003;72.91838585477876;
0;50;5;4;0;3;0.0;0.003;0.001;0.0;5.0;0.003;74.86280342206089;
0;50;6;2;0;0;0.0;0.003;0.001;0.0;5.0;0.003;66.68019855499995;
0;50;6;2;0;1;0.0;0.003;0.001;0.0;5.0;0.003;64.27710271997671;
0;50;7;4;0;0;0.0;0.003;0.001;0.0;5.0;0.003;60.089063387980445;
0;50;7;4;0;1;0.0;0.003;0.001;0.0;5.0;0.003;37.682529784095664;
0;50;7;4;0;2;0.0;0.003;0.001;0.0;5.0;0.003;25.06576029649989;
0;50;7;4;0;3;0.0;0.003;0.001;0.0;5.0;0.003;10.167062023235871;
0;50;8;1;0;0;0.0;0.003;0.001;0.0;5.0;0.003;86.51202406146638;
0;50;9;3;0;0;0.0;0.003;0.001;0.0;5.0;0.003;71.7583914805058;
0;50;9;3;0;1;0.0;0.003;0.001;0.0;5.0;0.003;11.134736458067437;
0;50;9;3;0;2;0.0;0.003;0.001;0.0;5.0;0.003;0.0;
0;50;10;2;0;0;0.0;0.003;0.001;0.0;5.0;0.003;90.48776617400324;
0;50;10;2;0;1;0.0;0.003;0.001;0.0;5.0;0.003;84.3217735275465;
0;50;12;4;0;0;0.0;0.003;0.001;0.0;5.0;0.003;65.19993379381003;
0;50;12;4;0;1;0.0;0.003;0.001;0.0;5.0;0.003;0.0;
