SERVICE;USER;SESSION;SESSION_SIZE;MIGRATED;PACKET_NBR;RADIO;NETWORK_UPLINK;DISPATCH;MIGRATE;PROCESS;NETWORK_DOWNLINK;QUEUE;
0;50;0;3;0;0;0.0;0.003;0.001;0.0;5.0;0.003;82.0;
0;50;0;3;0;1;0.0;0.003;0.001;0.0;5.0;0.003;82.91537897871419;
0;50;0;3;0;2;0.0;0.003;0.001;0.0;5.0;0.003;0.0;
0;50;2;3;0;0;0.0;0.003;0.001;0.0;5.0;0.003;82.0;
0;50;2;3;0;1;0.0;0.003;0.001;0.0;5.0;0.003;62.23730587546402;
0;50;2;3;0;2;0.0;0.003;0.001;0.0;5.0;0.003;64.58663374931416;
0;50;3;13;0;0;0.0;0.003;0.001;0.0;5.0;0.003;29.69456776641897;
0;50;3;13;0;1;0.0;0.003;0.001;0.0;5.0;0.003;21.749920017422937;
0;50;3;13;0;2;0.0;0.003;0.001;0.0;5.0;0.003;7.8163349505015844;
0;50;6;10;0;0;0.0;0.003;0.001;0.0;5.0;0.003;82.0;
0;50;6;10;0;1;0.0;0.003;0.001;0.0;5.0;0.003;0.0;
0;50;6;10;0;2;0.0;0.003;0.001;0.0;5.0;0.003;0.0;
0;50;6;10;0;3;0.0;0.003;0.001;0.0;5.0;0.003;2.362399273613505;
0;50;6;10;0;4;0.0;0.003;0.001;0.0;5.0;0.003;4.031428403545647;
0;50;3;13;0;3;0.0;0.003;0.001;0.0;5.0;0.003;82.0;
0;50;3;13;0;4;0.0;0.003;0.001;0.0;5.0;0.003;74.35623725764799;
0;50;3;13;0;5;0.0;0.003;0.001;0.0;5.0;0.003;65.61543219687934;
0;50;3;13;0;6;0.0;0.003;0.001;0.0;5.0;0.003;44.278850767795575;
0;50;3;13;0;7;0.0;0.003;0.001;0.0;5.0;0.003;35.818156418391936;
0;50;3;13;0;8;0.0;0.003;0.001;0.0;5.0;0.003;26.878933372941333;
0;50;3;13;0;9;0.0;0.003;0.001;0.0;5.0;0.003;0.0;
0;50;3;13;0;10;0.0;0.003;0.001;0.0;5.0;0.003;0.0;
0;50;3;13;0;11;0.0;0.003;0.001;0.0;5.0;0.003;0.0;
0;50;3;13;0;12;0.0;0.003;0.001;0.0;5.0;0.003;0.0;
0;50;4;1;0;0;0.0;0.003;0.001;0.0;5.0;0.003;82.0;
0;50;5;2;0;0;0.0;0.003;0.001;0.0;5.0;0.003;85.33579373329349;
0;50;5;2;0;1;0.0;0.003;0.001;0.0;5.0;0.003;78.83053832146527;
