SERVICE;USER;SESSION;SESSION_SIZE;MIGRATED;PACKET_NBR;RADIO;NETWORK_UPLINK;DISPATCH;MIGRATE;PROCESS;NETWORK_DOWNLINK;QUEUE;
0;50;24;31;0;30;0.0;0.003;0.001;0.0;2.0;0.003;-4824.3583643052725;
0;50;26;3;0;0;0.0;0.003;0.001;0.0;10.0;0.003;24.147471616680377;
0;50;29;19;0;1;0.0;0.003;0.001;0.0;10.0;0.003;0.0;
0;50;29;19;0;2;0.0;0.003;0.001;0.0;10.0;0.003;0.0;
0;50;29;19;0;3;0.0;0.003;0.001;0.0;10.0;0.003;0.7713991630889723;
0;50;29;19;0;4;0.0;0.003;0.001;0.0;10.0;0.003;0.0;
0;50;29;19;0;5;0.0;0.003;0.001;0.0;10.0;0.003;7.402379627524169;
0;50;29;19;0;6;0.0;0.003;0.001;0.0;10.0;0.003;0.0;
0;50;29;19;0;7;0.0;0.003;0.001;0.0;10.0;0.003;0.0;
0;50;29;19;0;8;0.0;0.003;0.001;0.0;10.0;0.003;0.0;
0;50;29;19;0;9;0.0;0.003;0.001;0.0;10.0;0.003;0.0;
0;50;29;19;0;10;0.0;0.003;0.001;0.0;10.0;0.003;0.0;
0;50;29;19;0;11;0.0;0.003;0.001;0.0;10.0;0.003;0.0;
0;50;29;19;0;12;0.0;0.003;0.001;0.0;10.0;0.003;6.239722962433916;
0;50;29;19;0;13;0.0;0.003;0.001;0.0;10.0;0.003;14.313096504926762;
0;50;29;19;0;14;0.0;0.003;0.001;0.0;10.0;0.003;0.0;
0;50;29;19;0;15;0.0;0.003;0.001;0.0;10.0;0.003;0.0;
0;50;29;19;0;16;0.0;0.003;0.001;0.0;10.0;0.003;0.0;
0;50;29;19;0;17;0.0;0.003;0.001;0.0;10.0;0.003;0.0;
0;50;29;19;0;18;0.0;0.003;0.001;0.0;10.0;0.003;7.89798537796014;
0;50;30;5;0;0;0.0;0.003;0.001;0.0;10.0;0.003;0.0;
0;50;30;5;0;1;0.0;0.003;0.001;0.0;10.0;0.003;0.0;
0;50;30;5;0;2;0.0;0.003;0.001;0.0;10.0;0.003;3.76132734080511;
0;50;30;5;0;3;0.0;0.003;0.001;0.0;10.0;0.003;0.0;
0;50;30;5;0;4;0.0;0.003;0.001;0.0;10.0;0.003;0.0;
0;50;31;5;0;0;0.0;0.003;0.001;0.0;10.0;0.003;0.0;
0;50;31;5;0;1;0.0;0.003;0.001;0.0;10.0;0.003;0.0;
0;50;31;5;0;2;0.0;0.003;0.001;0.0;10.0;0.003;7.19129860979865;
0;50;31;5;0;3;0.0;0.003;0.001;0.0;10.0;0.003;0.0;
0;50;43;2;0;1;0.0;0.003;0.001;0.0;2.0;0.003;-9494.415872498874;
0;50;47;5;0;1;0.0;0.003;0.001;0.0;10.0;0.003;0.0;
0;50;47;5;0;2;0.0;0.003;0.001;0.0;10.0;0.003;8.818750962213016;
0;50;47;5;0;3;0.0;0.003;0.001;0.0;10.0;0.003;0.0;
0;50;47;5;0;4;0.0;0.003;0.001;0.0;10.0;0.003;0.0;
0;50;48;10;0;0;0.0;0.003;0.001;0.0;2.0;0.003;-9900.815503515969;
0;50;31;5;0;4;0.0;0.003;0.001;0.0;2.0;0.003;-7911.0729998668985;
0;50;32;1;0;0;0.0;0.003;0.001;0.0;10.0;0.003;57.85352299182432;
0;50;33;4;0;0;0.0;0.003;0.001;0.0;10.0;0.003;49.6594580222918;
0;50;33;4;0;1;0.0;0.003;0.001;0.0;10.0;0.003;52.85868345738072;
0;50;33;4;0;2;0.0;0.003;0.001;0.0;10.0;0.003;30.873867183325274;
0;50;33;4;0;3;0.0;0.003;0.001;0.0;10.0;0.003;0.0;
0;50;34;3;0;0;0.0;0.003;0.001;0.0;2.0;0.003;-8091.165879624092;
0;50;34;3;0;1;0.0;0.003;0.001;0.0;10.0;0.003;0.0;
0;50;34;3;0;2;0.0;0.003;0.001;0.0;10.0;0.003;0.0;
0;50;35;2;0;0;0.0;0.003;0.001;0.0;2.0;0.003;-8265.718747835692;
0;50;35;2;0;1;0.0;0.003;0.001;0.0;10.0;0.003;35.75450460878346;
0;50;36;6;0;0;0.0;0.003;0.001;0.0;10.0;0.003;40.44467502601401;
0;50;36;6;0;1;0.0;0.003;0.001;0.0;10.0;0.003;0.0;
0;50;36;6;0;2;0.0;0.003;0.001;0.0;10.0;0.003;0.0;
0;50;36;6;0;3;0.0;0.003;0.001;0.0;10.0;0.003;0.0;
0;50;36;6;0;4;0.0;0.003;0.001;0.0;10.0;0.003;0.0;
0;50;36;6;0;5;0.0;0.003;0.001;0.0;10.0;0.003;0.0;
0;50;38;1;0;0;0.0;0.003;0.001;0.0;2.0;0.003;-8630.371081228861;
0;50;40;6;0;0;0.0;0.003;0.001;0.0;10.0;0.003;83.59937070866363;
0;50;40;6;0;1;0.0;0.003;0.001;0.0;10.0;0.003;84.1497129966865;
0;50;40;6;0;2;0.0;0.003;0.001;0.0;10.0;0.003;78.75969683882431;
0;50;40;6;0;3;0.0;0.003;0.001;0.0;10.0;0.003;82.78991819246221;
0;50;40;6;0;4;0.0;0.003;0.001;0.0;10.0;0.003;91.0439488107495;
0;50;40;6;0;5;0.0;0.003;0.001;0.0;10.0;0.003;73.48836881049283;
0;50;41;21;0;0;0.0;0.003;0.001;0.0;10.0;0.003;56.99906332757564;
0;50;41;21;0;1;0.0;0.003;0.001;0.0;10.0;0.003;53.468504038390165;
0;50;41;21;0;2;0.0;0.003;0.001;0.0;10.0;0.003;26.99575464175905;
0;50;41;21;0;3;0.0;0.003;0.001;0.0;10.0;0.003;16.48765685195758;
0;50;41;21;0;4;0.0;0.003;0.001;0.0;10.0;0.003;8.415265221499794;
0;50;41;21;0;5;0.0;0.003;0.001;0.0;10.0;0.003;0.0;
0;50;41;21;0;6;0.0;0.003;0.001;0.0;10.0;0.003;0.0;
0;50;41;21;0;7;0.0;0.003;0.001;0.0;10.0;0.003;0.0;
0;50;41;21;0;8;0.0;0.003;0.001;0.0;10.0;0.003;0.0;
0;50;41;21;0;9;0.0;0.003;0.001;0.0;10.0;0.003;0.0;
0;50;41;21;0;10;0.0;0.003;0.001;0.0;10.0;0.003;0.0;
0;50;41;21;0;11;0.0;0.003;0.001;0.0;10.0;0.003;2.5616048110478005;
0;50;41;21;0;12;0.0;0.003;0.001;0.0;10.0;0.003;0.0;
0;50;41;21;0;13;0.0;0.003;0.001;0.0;10.0;0.003;0.0;
0;50;41;21;0;14;0.0;0.003;0.001;0.0;10.0;0.003;0.0;
0;50;41;21;0;15;0.0;0.003;0.001;0.0;10.0;0.003;5.371641308083781;
0;50;41;21;0;16;0.0;0.003;0.001;0.0;10.0;0.003;0.0;
0;50;41;21;0;17;0.0;0.003;0.001;0.0;10.0;0.003;0.0;
0;50;41;21;0;18;0.0;0.003;0.001;0.0;10.0;0.003;0.0;
0;50;41;21;0;19;0.0;0.003;0.001;0.0;10.0;0.003;6.1193975131973275;
0;50;41;21;0;20;0.0;0.003;0.001;0.0;10.0;0.003;5.750814604902189;
0;50;42;1;0;0;0.0;0.003;0.001;0.0;2.0;0.003;-9281.424348424296;
0;50;43;2;0;0;0.0;0.003;0.001;0.0;10.0;0.003;97.03925959897424;
0;50;44;2;0;0;0.0;0.003;0.001;0.0;10.0;0.003;0.0;
0;50;44;2;0;1;0.0;0.003;0.001;0.0;10.0;0.003;0.0;
0;50;45;1;0;0;0.0;0.003;0.001;0.0;10.0;0.003;0.0;
0;50;46;3;0;2;0.0;0.003;0.001;0.0;10.0;0.003;0.0;
0;50;46;3;1;1;0.0;0.003;0.002;0.01;10.0;0.003;0.0;
0;50;47;5;0;0;0.0;0.003;0.001;0.0;10.0;0.003;0.0;
0;50;0;4;0;0;0.0;0.003;0.001;0.0;2.0;0.003;-186.0875113348318;
0;50;0;4;0;1;0.0;0.003;0.001;0.0;10.0;0.003;67.1641246893048;
0;50;0;4;0;2;0.0;0.003;0.001;0.0;10.0;0.003;73.0390299918198;
0;50;0;4;0;3;0.0;0.003;0.001;0.0;10.0;0.003;0.0;
0;50;1;15;0;0;0.0;0.003;0.001;0.0;10.0;0.003;4.272410319048447;
0;50;1;15;0;1;0.0;0.003;0.001;0.0;10.0;0.003;0.0;
0;50;1;15;0;2;0.0;0.003;0.001;0.0;10.0;0.003;0.0;
0;50;1;15;0;3;0.0;0.003;0.001;0.0;10.0;0.003;0.0;
0;50;1;15;0;4;0.0;0.003;0.001;0.0;10.0;0.003;0.0;
0;50;1;15;0;5;0.0;0.003;0.001;0.0;10.0;0.003;1.8896750925282504;
0;50;1;15;0;6;0.0;0.003;0.001;0.0;10.0;0.003;9.893156439747145;
0;50;1;15;0;7;0.0;0.003;0.001;0.0;10.0;0.003;14.793715199652638;
0;50;1;15;0;8;0.0;0.003;0.001;0.0;10.0;0.003;21.77501451455919;
0;50;1;15;0;9;0.0;0.003;0.001;0.0;10.0;0.003;7.162313550830163;
0;50;1;15;0;10;0.0;0.003;0.001;0.0;10.0;0.003;0.0;
0;50;1;15;0;11;0.0;0.003;0.001;0.0;10.0;0.003;1.432788024882143;
0;50;1;15;0;12;0.0;0.003;0.001;0.0;10.0;0.003;0.0;
0;50;1;15;0;13;0.0;0.003;0.001;0.0;10.0;0.003;0.0;
0;50;1;15;0;14;0.0;0.003;0.001;0.0;10.0;0.003;6.005023913092032;
0;50;2;2;0;0;0.0;0.003;0.001;0.0;2.0;0.003;-864.3395473361489;
0;50;2;2;0;1;0.0;0.003;0.001;0.0;10.0;0.003;76.04913205827461;
0;50;4;3;0;0;0.0;0.003;0.001;0.0;10.0;0.003;54.943538006676704;
0;50;4;3;0;1;0.0;0.003;0.001;0.0;10.0;0.003;0.0;
0;50;4;3;0;2;0.0;0.003;0.001;0.0;10.0;0.003;0.0;
0;50;5;3;0;0;0.0;0.003;0.001;0.0;10.0;0.003;4.581695180716679;
0;50;5;3;0;1;0.0;0.003;0.001;0.0;10.0;0.003;0.0;
0;50;5;3;0;2;0.0;0.003;0.001;0.0;10.0;0.003;0.0;
0;50;6;2;0;0;0.0;0.003;0.001;0.0;2.0;0.003;-1265.05850783119;
0;50;6;2;0;1;0.0;0.003;0.001;0.0;10.0;0.003;91.96155608818162;
0;50;7;3;0;0;0.0;0.003;0.001;0.0;10.0;0.003;96.4955297420372;
0;50;7;3;0;1;0.0;0.003;0.001;0.0;10.0;0.003;65.69577406637109;
0;50;7;3;0;2;0.0;0.003;0.001;0.0;10.0;0.003;67.01325532915848;
0;50;8;2;0;0;0.0;0.003;0.001;0.0;10.0;0.003;69.42122637136777;
0;50;8;2;0;1;0.0;0.003;0.001;0.0;10.0;0.003;67.36861598354812;
0;50;9;2;0;0;0.0;0.003;0.001;0.0;10.0;0.003;64.7209107703518;
0;50;9;2;0;1;0.0;0.003;0.001;0.0;10.0;0.003;11.410125043990774;
0;50;10;4;0;0;0.0;0.003;0.001;0.0;2.0;0.003;-1461.4600328132667;
0;50;10;4;0;1;0.0;0.003;0.001;0.0;10.0;0.003;84.81596407623124;
0;50;10;4;0;2;0.0;0.003;0.001;0.0;10.0;0.003;0.0;
0;50;10;4;0;3;0.0;0.003;0.001;0.0;10.0;0.003;0.0;
0;50;11;9;0;0;0.0;0.003;0.001;0.0;2.0;0.003;-1717.0799648666377;
0;50;11;9;0;1;0.0;0.003;0.001;0.0;10.0;0.003;61.40868112682256;
0;50;11;9;0;2;0.0;0.003;0.001;0.0;10.0;0.003;28.49977520513903;
0;50;11;9;0;3;0.0;0.003;0.001;0.0;10.0;0.003;22.30232020301878;
0;50;11;9;0;4;0.0;0.003;0.001;0.0;10.0;0.003;16.404417938681718;
0;50;11;9;0;5;0.0;0.003;0.001;0.0;10.0;0.003;21.730948504205116;
0;50;11;9;0;6;0.0;0.003;0.001;0.0;10.0;0.003;12.928040104563934;
0;50;11;9;0;7;0.0;0.003;0.001;0.0;10.0;0.003;8.14252846067825;
0;50;11;9;0;8;0.0;0.003;0.001;0.0;10.0;0.003;9.993865807802877;
0;50;12;26;0;0;0.0;0.003;0.001;0.0;2.0;0.003;-1892.1461816381325;
0;50;12;26;0;1;0.0;0.003;0.001;0.0;10.0;0.003;87.82618089052949;
