VM name; State; Duration 
DC0_VM0;INACTIVE;10000.0
DC1_VM0;INACTIVE;10000.0
DC2_VM0;INACTIVE;10000.0
DC3_VM0;INACTIVE;10000.0
DC4_VM0;INACTIVE;10000.0
DC5_VM0;INACTIVE;10000.0
DC6_VM0;INACTIVE;10000.0
DC7_VM0;INACTIVE;10000.0
DC8_VM0;INACTIVE;10000.0
DC9_VM0;INACTIVE;10000.0
DC10_VM0;INACTIVE;10000.0
DC11_VM0;INACTIVE;10000.0
DC12_VM0;INACTIVE;8.409590185484502
DC12_VM0;INITIATING;92.0
DC12_VM0;ACTIVE;0.0
DC12_VM0;PROCESS;10.0
DC12_VM0;IDLE;49.98725392737255
DC12_VM0;PROCESS;10.0
DC12_VM0;IDLE;33.55674258245736
DC12_VM0;PROCESS;10.0
DC12_VM0;IDLE;1.804736647393014
DC12_VM0;PROCESS;10.0
DC12_VM0;IDLE;0.0
DC12_VM0;TERMINATING;21.0
DC12_VM0;INACTIVE;0.0
DC12_VM0;INITIATING;91.99999999999997
DC12_VM0;ACTIVE;0.0
DC12_VM0;PROCESS;10.0
DC12_VM0;IDLE;124.38984093882391
DC12_VM0;PROCESS;10.0
DC12_VM0;IDLE;0.0
DC12_VM0;PROCESS;10.0
DC12_VM0;IDLE;13.380829707371504
DC12_VM0;PROCESS;10.0
DC12_VM0;IDLE;2.4044734020292253
DC12_VM0;PROCESS;10.0
DC12_VM0;IDLE;24.340891386664907
DC12_VM0;PROCESS;10.0
DC12_VM0;IDLE;33.930673782841154
DC12_VM0;PROCESS;10.0
DC12_VM0;IDLE;0.0
DC12_VM0;PROCESS;10.0
DC12_VM0;IDLE;479.3272928344719
DC12_VM0;PROCESS;10.0
DC12_VM0;IDLE;0.0
DC12_VM0;TERMINATING;21.0
DC12_VM0;INACTIVE;0.0
DC12_VM0;INITIATING;92.0
DC12_VM0;ACTIVE;0.0
DC12_VM0;PROCESS;10.0
DC12_VM0;IDLE;0.0
DC12_VM0;PROCESS;10.0
DC12_VM0;IDLE;0.0
DC12_VM0;PROCESS;10.0
DC12_VM0;IDLE;0.0
DC12_VM0;PROCESS;10.0
DC12_VM0;IDLE;0.0
DC12_VM0;PROCESS;10.0
DC12_VM0;IDLE;0.0
DC12_VM0;PROCESS;10.0
DC12_VM0;IDLE;0.0
DC12_VM0;TERMINATING;21.0
DC12_VM0;INACTIVE;71.14927464497214
DC12_VM0;INITIATING;92.0
DC12_VM0;ACTIVE;0.0
DC12_VM0;PROCESS;10.0
DC12_VM0;IDLE;0.0
DC12_VM0;PROCESS;10.0
DC12_VM0;IDLE;0.0
DC12_VM0;PROCESS;10.0
DC12_VM0;IDLE;55.213446201629495
DC12_VM0;PROCESS;10.0
DC12_VM0;IDLE;0.0
DC12_VM0;PROCESS;10.0
DC12_VM0;IDLE;0.0
DC12_VM0;TERMINATING;21.0
DC12_VM0;INACTIVE;34.5227231154895
DC12_VM0;INITIATING;92.0
DC12_VM0;ACTIVE;0.0
DC12_VM0;PROCESS;10.0
DC12_VM0;IDLE;0.0
DC12_VM0;TERMINATING;21.0
DC12_VM0;INACTIVE;128.37266922946196
DC12_VM0;INITIATING;92.0
DC12_VM0;ACTIVE;0.0
DC12_VM0;PROCESS;10.0
DC12_VM0;IDLE;0.0
DC12_VM0;PROCESS;10.0
DC12_VM0;IDLE;0.0
DC12_VM0;TERMINATING;21.0
DC12_VM0;INACTIVE;35.38967413399132
DC12_VM0;INITIATING;92.0
DC12_VM0;ACTIVE;0.0
DC12_VM0;PROCESS;10.0
DC12_VM0;IDLE;0.0
DC12_VM0;PROCESS;10.0
DC12_VM0;IDLE;0.0
DC12_VM0;PROCESS;10.0
DC12_VM0;IDLE;0.0
DC12_VM0;PROCESS;10.0
DC12_VM0;IDLE;0.0
DC12_VM0;TERMINATING;21.0
DC12_VM0;INACTIVE;0.0
DC12_VM0;INITIATING;92.0
DC12_VM0;ACTIVE;0.0
DC12_VM0;PROCESS;10.0
DC12_VM0;IDLE;0.0
DC12_VM0;PROCESS;10.0
DC12_VM0;IDLE;0.0
DC12_VM0;PROCESS;10.0
DC12_VM0;IDLE;0.0
DC12_VM0;PROCESS;10.0
DC12_VM0;IDLE;0.0
DC12_VM0;PROCESS;10.0
DC12_VM0;IDLE;0.0
DC12_VM0;PROCESS;10.0
DC12_VM0;IDLE;0.0
DC12_VM0;PROCESS;10.0
DC12_VM0;IDLE;0.0
DC12_VM0;PROCESS;10.0
DC12_VM0;IDLE;0.0
DC12_VM0;PROCESS;10.0
DC12_VM0;IDLE;0.0
DC12_VM0;PROCESS;10.0
DC12_VM0;IDLE;0.0
DC12_VM0;PROCESS;10.0
DC12_VM0;IDLE;4.328794250880037
DC12_VM0;PROCESS;10.0
DC12_VM0;IDLE;14.454560585890249
DC12_VM0;PROCESS;10.0
DC12_VM0;IDLE;46.243598123724496
DC12_VM0;PROCESS;10.0
DC12_VM0;IDLE;0.0
DC12_VM0;PROCESS;10.0
DC12_VM0;IDLE;97.18380286493993
DC12_VM0;PROCESS;10.0
DC12_VM0;IDLE;0.0
DC12_VM0;PROCESS;10.0
DC12_VM0;IDLE;21.292239836085628
DC12_VM0;PROCESS;10.0
DC12_VM0;IDLE;19.788264734247605
DC12_VM0;PROCESS;10.0
DC12_VM0;IDLE;0.0
DC12_VM0;TERMINATING;21.0
DC12_VM0;INACTIVE;28.683822521538332
DC12_VM0;INITIATING;92.0
DC12_VM0;ACTIVE;0.0
DC12_VM0;PROCESS;10.0
DC12_VM0;IDLE;103.10578632141187
DC12_VM0;PROCESS;10.0
DC12_VM0;IDLE;46.119840668226516
DC12_VM0;PROCESS;10.0
DC12_VM0;IDLE;13.215990449939909
DC12_VM0;PROCESS;10.0
DC12_VM0;IDLE;135.2147880836419
DC12_VM0;PROCESS;10.0
DC12_VM0;IDLE;45.898735936998946
DC12_VM0;PROCESS;10.0
DC12_VM0;IDLE;0.0
DC12_VM0;PROCESS;10.0
DC12_VM0;IDLE;0.0
DC12_VM0;PROCESS;10.0
DC12_VM0;IDLE;0.0
DC12_VM0;PROCESS;10.0
DC12_VM0;IDLE;2.9131172724573844
DC12_VM0;PROCESS;10.0
DC12_VM0;IDLE;14.950695418572195
DC12_VM0;PROCESS;10.0
DC12_VM0;IDLE;15.650626285737417
DC12_VM0;PROCESS;10.0
DC12_VM0;IDLE;19.881033736965037
DC12_VM0;PROCESS;10.0
DC12_VM0;IDLE;0.5791837914093776
DC12_VM0;PROCESS;10.0
DC12_VM0;IDLE;10.189251010569478
DC12_VM0;PROCESS;10.0
DC12_VM0;IDLE;8.601376719183918
DC12_VM0;PROCESS;10.0
DC12_VM0;IDLE;268.4790130382844
DC12_VM0;PROCESS;10.0
DC12_VM0;IDLE;71.9017167054144
DC12_VM0;PROCESS;10.0
DC12_VM0;IDLE;8.413991177666958
DC12_VM0;PROCESS;10.0
DC12_VM0;IDLE;27.067436193014146
DC12_VM0;PROCESS;10.0
DC12_VM0;IDLE;0.0
DC12_VM0;PROCESS;10.0
DC12_VM0;IDLE;0.0
DC12_VM0;PROCESS;10.0
DC12_VM0;IDLE;4.385768047324291
DC12_VM0;PROCESS;10.0
DC12_VM0;IDLE;8.473897077628408
DC12_VM0;PROCESS;10.0
DC12_VM0;IDLE;0.0
DC12_VM0;PROCESS;10.0
DC12_VM0;IDLE;0.0
DC12_VM0;PROCESS;10.0
DC12_VM0;IDLE;64.81014765736063
DC12_VM0;PROCESS;10.0
DC12_VM0;IDLE;44.293956664059806
DC12_VM0;PROCESS;10.0
DC12_VM0;IDLE;69.65091041447931
DC12_VM0;PROCESS;10.000000000000455
DC12_VM0;IDLE;0.0
DC12_VM0;TERMINATING;21.0
DC12_VM0;INACTIVE;14.172642145735153
DC12_VM0;INITIATING;92.0
DC12_VM0;ACTIVE;0.0
DC12_VM0;PROCESS;10.0
DC12_VM0;IDLE;0.0
DC12_VM0;PROCESS;10.0
DC12_VM0;IDLE;0.0
DC12_VM0;PROCESS;10.0
DC12_VM0;IDLE;0.0
DC12_VM0;PROCESS;10.0
