SERVICE;USER;SESSION;SESSION_SIZE;MIGRATED;PACKET_NBR;RADIO;NETWORK_UPLINK;DISPATCH;MIGRATE;PROCESS;NETWORK_DOWNLINK;QUEUE;
0;50;4;6;0;1;0.0;0.003;0.001;0.0;5.0;0.003;82.0;
0;50;4;6;0;2;0.0;0.003;0.001;0.0;5.0;0.003;79.77356212239988;
0;50;0;6;0;0;0.0;0.003;0.001;0.0;5.0;0.003;82.0;
0;50;0;6;0;1;0.0;0.003;0.001;0.0;5.0;0.003;62.01895266452805;
0;50;0;6;0;2;0.0;0.003;0.001;0.0;5.0;0.003;55.34003333551865;
0;50;0;6;0;3;0.0;0.003;0.001;0.0;5.0;0.003;23.24037420677908;
0;50;0;6;0;4;0.0;0.003;0.001;0.0;5.0;0.003;0.0;
0;50;0;6;0;5;0.0;0.003;0.001;0.0;5.0;0.003;0.0;
0;50;2;1;0;0;0.0;0.003;0.001;0.0;5.0;0.003;82.0;
0;50;3;13;0;0;0.0;0.003;0.001;0.0;5.0;0.003;40.91777107317901;
0;50;3;13;0;1;0.0;0.003;0.001;0.0;5.0;0.003;43.06291768926252;
0;50;3;13;0;2;0.0;0.003;0.001;0.0;5.0;0.003;29.14308893765667;
0;50;3;13;0;3;0.0;0.003;0.001;0.0;5.0;0.003;0.0;
0;50;3;13;0;4;0.0;0.003;0.001;0.0;5.0;0.003;0.0;
0;50;3;13;0;5;0.0;0.003;0.001;0.0;5.0;0.003;0.0;
0;50;3;13;0;6;0.0;0.003;0.001;0.0;5.0;0.003;3.5215820590263434;
0;50;3;13;0;7;0.0;0.003;0.001;0.0;5.0;0.003;0.0;
0;50;3;13;0;8;0.0;0.003;0.001;0.0;5.0;0.003;0.0;
0;50;3;13;0;9;0.0;0.003;0.001;0.0;5.0;0.003;0.0;
0;50;3;13;0;10;0.0;0.003;0.001;0.0;5.0;0.003;0.0;
0;50;3;13;0;11;0.0;0.003;0.001;0.0;5.0;0.003;0.0;
0;50;3;13;0;12;0.0;0.003;0.001;0.0;5.0;0.003;0.0;
0;50;4;6;0;0;0.0;0.003;0.001;0.0;5.0;0.003;98.13317700691039;
0;50;4;6;0;4;0.0;0.003;0.001;0.0;5.0;0.003;0.0;
0;50;4;6;1;3;0.0;0.003;0.002;0.01;5.0;0.003;4.416172158045811;
0;50;4;6;0;5;0.0;0.003;0.001;0.0;5.0;0.003;5.05874866234376;
0;50;5;1;0;0;0.0;0.003;0.001;0.0;5.0;0.003;82.97706119973179;
0;50;6;4;0;0;0.0;0.003;0.001;0.0;5.0;0.003;74.06764460833938;
0;50;6;4;0;1;0.0;0.003;0.001;0.0;5.0;0.003;75.12187007324701;
0;50;6;4;0;2;0.0;0.003;0.001;0.0;5.0;0.003;7.411866746952455;
0;50;6;4;0;3;0.0;0.003;0.001;0.0;5.0;0.003;5.6114490286348655;
0;50;7;2;0;0;0.0;0.003;0.001;0.0;5.0;0.003;90.41765727989264;
0;50;7;2;0;1;0.0;0.003;0.001;0.0;5.0;0.003;84.87430685403842;
0;50;8;3;0;0;0.0;0.003;0.001;0.0;5.0;0.003;50.81354598638313;
0;50;8;3;0;1;0.0;0.003;0.001;0.0;5.0;0.003;39.09891585713444;
0;50;8;3;0;2;0.0;0.003;0.001;0.0;5.0;0.003;30.389295018130042;
0;50;9;3;0;0;0.0;0.003;0.001;0.0;5.0;0.003;100.84353805658418;
