SERVICE;USER;SESSION;SESSION_SIZE;MIGRATED;PACKET_NBR;RADIO;NETWORK_UPLINK;DISPATCH;MIGRATE;PROCESS;NETWORK_DOWNLINK;QUEUE;
0;50;0;131;0;0;0.0;0.003;0.001;0.0;0.0016251114227255178;0.003;82.0;
0;50;0;131;0;1;0.0;0.003;0.001;0.0;0.0016251114227255178;0.003;81.97079934601237;
0;50;0;131;0;2;0.0;0.003;0.001;0.0;0.0016251114227255178;0.003;81.39911172258749;
0;50;0;131;0;3;0.0;0.003;0.001;0.0;0.0016251114227255178;0.003;81.19779908697836;
0;50;0;131;0;4;0.0;0.003;0.001;0.0;0.0016251114227255178;0.003;79.94233276993887;
0;50;0;131;0;5;0.0;0.003;0.001;0.0;0.0016251114227255178;0.003;79.77030212397815;
0;50;0;131;0;6;0.0;0.003;0.001;0.0;0.0016251114227255178;0.003;79.26992075251493;
0;50;0;131;0;7;0.0;0.003;0.001;0.0;0.0016251114227255178;0.003;79.01502589741327;
0;50;0;131;0;8;0.0;0.003;0.001;0.0;0.0016251114227255178;0.003;78.44354585409964;
0;50;0;131;0;9;0.0;0.003;0.001;0.0;0.0016251114227255178;0.003;78.13255597343696;
0;50;0;131;0;10;0.0;0.003;0.001;0.0;0.0016251114227255178;0.003;77.45048259280244;
0;50;0;131;0;11;0.0;0.003;0.001;0.0;0.0016251114227255178;0.003;77.21486554915003;
0;50;0;131;0;12;0.0;0.003;0.001;0.0;0.0016251114227255178;0.003;76.78506803471322;
0;50;0;131;0;13;0.0;0.003;0.001;0.0;0.0016251114227255178;0.003;76.64923485461395;
0;50;0;131;0;14;0.0;0.003;0.001;0.0;0.0016251114227255178;0.003;76.55702157577264;
0;50;0;131;0;15;0.0;0.003;0.001;0.0;0.0016251114227255178;0.003;76.47143202770025;
0;50;0;131;0;16;0.0;0.003;0.001;0.0;0.0016251114227255178;0.003;76.38402249030605;
0;50;0;131;0;17;0.0;0.003;0.001;0.0;0.0016251114227255178;0.003;76.22986500839492;
0;50;0;131;0;18;0.0;0.003;0.001;0.0;0.0016251114227255178;0.003;75.87806723369083;
0;50;0;131;0;19;0.0;0.003;0.001;0.0;0.0016251114227255178;0.003;75.7908083365084;
0;50;0;131;0;20;0.0;0.003;0.001;0.0;0.0016251114227255178;0.003;75.5859803199652;
0;50;0;131;0;21;0.0;0.003;0.001;0.0;0.0016251114227255178;0.003;75.08512738825598;
0;50;0;131;0;22;0.0;0.003;0.001;0.0;0.0016251114227255178;0.003;74.86110698333685;
0;50;0;131;0;23;0.0;0.003;0.001;0.0;0.0016251114227255178;0.003;74.4399008889831;
0;50;0;131;0;24;0.0;0.003;0.001;0.0;0.0016251114227255178;0.003;73.82209892849036;
0;50;0;131;0;25;0.0;0.003;0.001;0.0;0.0016251114227255178;0.003;73.63274136612124;
0;50;0;131;0;26;0.0;0.003;0.001;0.0;0.0016251114227255178;0.003;73.27647691708982;
0;50;0;131;0;27;0.0;0.003;0.001;0.0;0.0016251114227255178;0.003;73.08472355715318;
0;50;0;131;0;28;0.0;0.003;0.001;0.0;0.0016251114227255178;0.003;72.9523859138235;
0;50;0;131;0;29;0.0;0.003;0.001;0.0;0.0016251114227255178;0.003;72.30432278235747;
0;50;0;131;0;30;0.0;0.003;0.001;0.0;0.0016251114227255178;0.003;72.25796581169362;
0;50;0;131;0;31;0.0;0.003;0.001;0.0;0.0016251114227255178;0.003;71.64762083065143;
0;50;0;131;0;32;0.0;0.003;0.001;0.0;0.0016251114227255178;0.003;71.52817357482677;
0;50;0;131;0;33;0.0;0.003;0.001;0.0;0.0016251114227255178;0.003;71.2959770588115;
0;50;0;131;0;34;0.0;0.003;0.001;0.0;0.0016251114227255178;0.003;70.44858712986878;
0;50;0;131;0;35;0.0;0.003;0.001;0.0;0.0016251114227255178;0.003;69.52373058510886;
0;50;0;131;0;36;0.0;0.003;0.001;0.0;0.0016251114227255178;0.003;69.49548520990348;
0;50;0;131;0;37;0.0;0.003;0.001;0.0;0.0016251114227255178;0.003;69.25161078930371;
0;50;0;131;0;38;0.0;0.003;0.001;0.0;0.0016251114227255178;0.003;68.85142173788873;
0;50;0;131;0;39;0.0;0.003;0.001;0.0;0.0016251114227255178;0.003;68.6976475915932;
0;50;0;131;0;40;0.0;0.003;0.001;0.0;0.0016251114227255178;0.003;68.65798819617332;
0;50;0;131;0;41;0.0;0.003;0.001;0.0;0.0016251114227255178;0.003;68.39715363980676;
0;50;0;131;0;42;0.0;0.003;0.001;0.0;0.0016251114227255178;0.003;67.54463859649596;
0;50;0;131;0;43;0.0;0.003;0.001;0.0;0.0016251114227255178;0.003;67.42023383814247;
