RBS;Occupancy;Time 
RBS_0;0;-1.0
RBS_1;0;-1.0
RBS_2;0;-1.0
RBS_3;0;-1.0
RBS_4;0;-1.0
RBS_5;0;-1.0
RBS_6;0;-1.0
RBS_7;0;-1.0
RBS_8;0;-1.0
RBS_9;0;-1.0
RBS_10;0;-1.0
RBS_11;0;-1.0
RBS_12;0;-1.0
RBS_13;1;400.1484330960908
RBS_13;1;400.44037430132556
RBS_13;1;400.7765146308012
RBS_13;1;401.40936211930705
RBS_13;1;401.5532671771918
RBS_13;1;402.0710268175053
RBS_13;1;402.26451076808297
RBS_13;1;402.602652236711
RBS_13;1;402.80546497199117
RBS_13;1;403.1894095455036
RBS_13;1;403.3265283214877
RBS_13;1;403.339229684231
RBS_13;1;403.35543802712783
RBS_13;1;403.70158716551657
RBS_13;1;403.9509919354424
RBS_13;1;404.0607430673025
RBS_13;1;404.3993087970499
RBS_13;1;404.8481481371142
RBS_13;1;405.1247796305913
RBS_13;1;405.7656523066151
RBS_13;1;406.4033543311494
RBS_13;1;406.86646319066506
RBS_13;1;407.1489364707984
RBS_13;1;407.35150339637835
RBS_13;1;407.52478381290376
RBS_13;1;407.7511890382621
RBS_13;1;408.29387252947924
RBS_13;1;408.5231594099939
RBS_13;1;408.7918057312748
RBS_13;1;409.3061055652194
RBS_13;1;409.37512426265675
RBS_13;1;409.7833074637227
RBS_13;1;409.838365583541
RBS_13;1;409.9365479526476
RBS_13;1;410.18945007893905
RBS_13;1;410.4977042927205
RBS_13;1;410.5171045887147
RBS_13;1;410.7460327742475
RBS_13;1;410.9245862145789
RBS_13;1;411.08556688951285
RBS_13;1;411.2336770638495
RBS_13;1;411.42680291356254
RBS_13;1;411.84082305997623
RBS_13;1;412.4098035757012
RBS_13;1;412.6365598961746
RBS_13;1;413.2279457629949
RBS_13;1;413.65326915140133
RBS_13;1;413.9784220311111
RBS_13;1;414.93293870221515
RBS_13;1;414.961219574713
RBS_13;1;415.19630115801993
RBS_13;1;415.90992930101214
RBS_13;1;416.34964512605933
RBS_13;1;417.0047258283804
RBS_13;1;417.3817566228825
RBS_13;1;417.6082917892687
RBS_13;1;417.8201508482806
RBS_13;1;418.2653323584778
